"DOBorough","PUBorough","tip_amount","total_amount","trip_distance","fare_amount","payment_type","percent_tip"
"Manhattan","Manhattan",2.85,17.15,1.2,9.3,1,16.6180758017493
"Manhattan","Manhattan",3,27.2,2.35,17.7,1,11.0294117647059
"Manhattan","Manhattan",1.89,14.49,0.7,8.6,1,13.0434782608696
"Manhattan","Manhattan",3.64,21.84,0.9,14.2,1,16.6666666666667
"Manhattan","Manhattan",3.4,20.6,0.8,10.7,1,16.504854368932
"Queens","Airport",3.63,21.78,3.16,14.9,1,16.6666666666667
"Manhattan","Manhattan",1.68,12.88,0.51,7.2,1,13.0434782608696
"Manhattan","Manhattan",3.08,18.48,0.42,11.4,1,16.6666666666667
"Manhattan","Manhattan",2,12.8,0.59,5.8,1,15.625
"Manhattan","Manhattan",5.1,30.6,3.21,20.5,1,16.6666666666667
"Brooklyn","Airport",12.8,78.55,15.07,62.5,1,16.2953532781668
"Manhattan","Manhattan",3.3,19.8,1.3,10,1,16.6666666666667
"Manhattan","Manhattan",5.2,31.2,0,22,1,16.6666666666667
"Manhattan","Airport",0,60.8,10,41.5,1,0
"Manhattan","Manhattan",1.85,10.95,0.45,5.1,1,16.8949771689498
"Manhattan","Manhattan",4.2,25.2,1.27,17,1,16.6666666666667
"Manhattan","Manhattan",5.46,32.76,2.96,23.3,1,16.6666666666667
"Brooklyn","Airport",10.05,60.3,9.24,41.5,1,16.6666666666667
"Manhattan","Manhattan",3.92,23.52,3.27,15.6,1,16.6666666666667
"Manhattan","Manhattan",3.55,15.45,1.1,7.9,1,22.9773462783171
"Manhattan","Manhattan",4.06,24.36,2.95,16.3,1,16.6666666666667
"Manhattan","Manhattan",3.14,18.84,1.5,10.7,1,16.6666666666667
"Queens","Manhattan",5,28.4,3.3,18.4,1,17.6056338028169
"Manhattan","Manhattan",3.28,19.68,1.81,14.9,1,16.6666666666667
"Airport","Airport",24.2,145.2,0,120,1,16.6666666666667
"Manhattan","Airport",19.51,99.31,17.55,70,1,19.6455543248414
"Manhattan","Manhattan",2.68,20.58,0.8,11.4,1,13.022351797862
"Manhattan",NA,12.67,77.27,9.47,47.8,1,16.3970493076226
"Manhattan","Airport",16.5,99.19,20.6,70,1,16.6347414053836
"Manhattan","Manhattan",4.54,27.24,2.47,17.7,1,16.6666666666667
"Manhattan","Manhattan",4.03,20.13,1.2,12.1,1,20.019870839543
"Manhattan","Manhattan",3.5,28,2.39,20.5,1,12.5
"Manhattan","Airport",16.11,97.91,16.79,70,1,16.4538862220407
"Manhattan","Manhattan",22.8,113.99,0,87.69,1,20.0017545398719
"Manhattan","Manhattan",2,20.9,1.32,14.9,1,9.56937799043062
"Manhattan","Manhattan",5.08,25.38,2.83,16.3,1,20.0157604412924
"Manhattan","Manhattan",2.16,12.96,0.65,5.8,1,16.6666666666667
"Manhattan","Manhattan",3.78,22.68,1.95,14.9,1,16.6666666666667
"Manhattan","Manhattan",3.5,17.5,1.32,10,1,20
"Manhattan","Manhattan",2.1,12.6,0.8,6.5,1,16.6666666666667
"Manhattan","Manhattan",3,22.9,2.65,14.9,1,13.1004366812227
"Manhattan","Manhattan",1.4,14,1.3,8.6,1,10
"Manhattan","Manhattan",5.8,34.8,2.78,24,1,16.6666666666667
"Manhattan","Manhattan",1,22.3,2.52,16.3,1,4.48430493273543
"Manhattan","Manhattan",2.94,17.64,1.43,10.7,1,16.6666666666667
"Manhattan","Manhattan",2.28,25.08,1.26,16.3,1,9.09090909090909
"Manhattan","Airport",11.85,72.84,9.89,40.8,1,16.2685337726524
"Manhattan","Manhattan",3.5,21,1.83,13.5,1,16.6666666666667
"Manhattan","Manhattan",1.82,10.92,0.45,5.1,1,16.6666666666667
"Manhattan","Manhattan",8.94,38.74,4.11,23.3,1,23.0769230769231
"Manhattan","Manhattan",2,14.9,1.08,7.9,1,13.4228187919463
"Manhattan","Manhattan",1,14.3,1.38,9.3,1,6.99300699300699
"Manhattan","Manhattan",2.3,13.8,1.1,6.5,1,16.6666666666667
"Bronx","Manhattan",11.12,66.72,10.94,50.6,1,16.6666666666667
"Manhattan","Manhattan",3.75,22.65,1.3,14.9,1,16.5562913907285
"Manhattan","Manhattan",2.94,17.64,1.89,10.7,1,16.6666666666667
"Manhattan","Manhattan",1.5,18.3,2.08,12.8,1,8.19672131147541
"Manhattan","Manhattan",2.8,16.8,1.43,10,1,16.6666666666667
"Manhattan","Manhattan",3.14,18.84,2.68,14.2,1,16.6666666666667
"Queens","Airport",2,21.15,3.2,14.9,1,9.45626477541371
"Manhattan","Manhattan",2,11.1,0.54,5.1,1,18.018018018018
"Manhattan","Manhattan",8,25.2,0.77,10.7,1,31.7460317460317
"Manhattan","Manhattan",1.5,13.4,0.7,7.9,1,11.1940298507463
"Manhattan","Manhattan",2.6,15.6,0.55,6.5,1,16.6666666666667
"Queens","Manhattan",0,42.24,5.5,30.3,1,0
"Queens","Manhattan",9.02,54.12,9.07,40.1,1,16.6666666666667
"Manhattan","Manhattan",2,18.1,0.5,12.1,1,11.0497237569061
"Manhattan","Manhattan",4.85,29.05,2.6,17.7,1,16.6953528399312
"Manhattan","Manhattan",3,27.5,2.3,20.5,1,10.9090909090909
"Manhattan","Manhattan",3.15,18.95,0.9,9.3,1,16.622691292876
"Manhattan","Manhattan",4.95,29.85,1.4,18.4,1,16.5829145728643
"Manhattan","Airport",10,91.8,16.5,70,1,10.8932461873638
"Manhattan","Manhattan",9.05,45.15,7.1,29.6,1,20.0442967884828
"Manhattan","Manhattan",7.05,30.55,3.14,17,1,23.0769230769231
"Manhattan","Manhattan",2.38,14.28,1.02,7.9,1,16.6666666666667
"Manhattan","Manhattan",2,29.3,2.75,23.3,1,6.8259385665529
"Manhattan","Manhattan",3.15,15.75,0.66,8.6,1,20
"Manhattan","Manhattan",3.5,26.9,2.63,18.4,1,13.0111524163569
"Manhattan","Manhattan",2.66,15.96,0.64,9.3,1,16.6666666666667
"Manhattan","Airport",9.97,76.46,10.9,47.8,1,13.0394977766152
"Manhattan","Manhattan",4.7,28.2,2.6,17,1,16.6666666666667
"Manhattan","Manhattan",1.89,14.49,1.2,8.6,1,13.0434782608696
"Manhattan","Manhattan",4,31,3.19,20.5,1,12.9032258064516
"Manhattan","Manhattan",6.75,33.75,2.32,20.5,1,20
"Manhattan","Manhattan",2.38,14.28,0.87,7.9,1,16.6666666666667
"Manhattan","Manhattan",4.55,22.75,1.83,14.2,1,20
"Manhattan","Manhattan",4.4,26.4,3.33,17,1,16.6666666666667
"Manhattan","Manhattan",0,9.4,0.28,4.4,1,0
"Manhattan","Manhattan",2,15,0.6,6.5,1,13.3333333333333
"Manhattan","Manhattan",2.24,24.64,2.23,18.4,1,9.09090909090909
"Manhattan","Manhattan",4.9,29.4,2.26,20.5,1,16.6666666666667
"Manhattan","Manhattan",3.22,19.32,0.97,12.1,1,16.6666666666667
"Manhattan","Manhattan",2.45,12.25,0.4,5.8,1,20
"Manhattan","Manhattan",3.44,20.64,1.74,10.7,1,16.6666666666667
"Manhattan","Manhattan",2.74,16.44,0.81,7.2,1,16.6666666666667
"Manhattan","Airport",20.23,102.92,19.38,70,1,19.6560435289545
"Manhattan","Manhattan",2.2,13.4,0.2,7.2,1,16.4179104477612
"Manhattan","Manhattan",2.38,14.28,1.19,7.9,1,16.6666666666667
"Manhattan","Manhattan",3,15.3,0.52,5.8,1,19.6078431372549
"Manhattan","Manhattan",0,17.1,2.04,12.1,1,0
"Queens","Manhattan",3.6,21.8,2.9,14.2,1,16.5137614678899
"Manhattan","Manhattan",4.11,17.81,0.96,7.2,1,23.0769230769231
"Manhattan","Manhattan",2.98,14.88,0.61,7.9,1,20.0268817204301
"Manhattan","Manhattan",3.7,22.2,2.2,13.5,1,16.6666666666667
"Queens","Manhattan",2.08,43.68,8.86,36.6,1,4.76190476190476
"Manhattan","Manhattan",2.8,16.8,1.15,10,1,16.6666666666667
"Manhattan","Manhattan",4.54,27.24,2.27,17.7,1,16.6666666666667
"Manhattan","Manhattan",17.11,102.66,0,70,1,16.6666666666667
"Manhattan","Manhattan",4.9,29.4,2.77,20.5,1,16.6666666666667
"Manhattan","Manhattan",3.42,20.52,1.8,12.1,1,16.6666666666667
"Manhattan","Manhattan",7.92,47.52,7.12,33.1,1,16.6666666666667
"Manhattan","Manhattan",2.72,16.32,1.07,8.6,1,16.6666666666667
"Manhattan","Manhattan",2.35,14.25,0.9,7.9,1,16.4912280701754
"Queens","Airport",0,35.95,8.15,31.7,1,0
"Queens","Manhattan",0,69,9.2,62.5,1,0
"Manhattan","Manhattan",2.1,12.6,0.97,6.5,1,16.6666666666667
"Airport","Manhattan",16.19,97.13,18.36,70,1,16.6683825800474
"Manhattan","Manhattan",4.94,37.84,3.93,28.9,1,13.0549682875264
"Manhattan","Manhattan",4,24,1.86,13.5,1,16.6666666666667
"Manhattan","Manhattan",4.9,24.5,2.18,15.6,1,20
"Manhattan","Manhattan",2.86,17.16,1.57,9.3,1,16.6666666666667
"Manhattan","Manhattan",2,21.6,2.7,15.6,1,9.25925925925926
"Manhattan","Manhattan",3.1,18.5,1.5,11.4,1,16.7567567567568
"Manhattan","Manhattan",0.5,12.4,0.9,7.9,1,4.03225806451613
"Manhattan","Manhattan",2,23,3.1,17,1,8.69565217391304
"Manhattan","Manhattan",1,15.3,1.4,9.3,1,6.5359477124183
"Manhattan","Manhattan",8.25,49.55,7,37.3,1,16.6498486377397
"Manhattan","Manhattan",4.3,21.5,1.1,10.7,1,20
"Manhattan","Manhattan",0,16.4,1.7,11.4,1,0
"Manhattan","Manhattan",2.2,13.4,0.8,7.2,1,16.4179104477612
"Manhattan","Manhattan",1.5,12,0.68,6.5,1,12.5
"Manhattan","Manhattan",4.86,31.86,2.52,20.5,1,15.2542372881356
"Manhattan","Manhattan",2.2,13.3,1.4,8.6,1,16.5413533834586
"Manhattan","Manhattan",2.1,12.6,0.58,6.5,1,16.6666666666667
"Manhattan","Manhattan",2.84,21.74,2.78,14.9,1,13.0634774609016
"Manhattan","Manhattan",2,15.3,0.67,9.3,1,13.0718954248366
"Manhattan","Manhattan",1,11.1,0.7,5.1,1,9.00900900900901
"Manhattan","Airport",8,66.2,10.91,42.9,1,12.0845921450151
"Manhattan","Manhattan",6,26,2.1,13.5,1,23.0769230769231
"Manhattan","Manhattan",3.5,21,2.1,13.5,1,16.6666666666667
"Manhattan","Manhattan",1.82,10.92,0.56,5.1,1,16.6666666666667
"Manhattan","Manhattan",3.63,27.83,3.2,17.7,1,13.0434782608696
"Queens","Airport",5,36.15,6.26,25.4,1,13.8312586445367
"Manhattan","Manhattan",2,13.2,1.07,7.2,1,15.1515151515152
"Manhattan","Manhattan",24,62.9,3.48,32.4,1,38.1558028616852
"Airport","Manhattan",11.97,71.81,10.44,42.9,1,16.668987606183
"Manhattan","Manhattan",3,14.2,0.65,7.2,1,21.1267605633803
"Manhattan","Manhattan",5.78,28.88,3.09,19.1,1,20.0138504155125
"Brooklyn","Manhattan",2,36.64,4,21.2,1,5.4585152838428
"Manhattan","Manhattan",5.54,33.24,4.82,21.2,1,16.6666666666667
"Manhattan","Manhattan",2,18.5,1.44,10,1,10.8108108108108
"Manhattan","Manhattan",6.75,40.65,6.8,28.9,1,16.6051660516605
"Manhattan","Manhattan",2.72,16.32,1.22,8.6,1,16.6666666666667
"Manhattan","Manhattan",2.38,14.28,1.01,7.9,1,16.6666666666667
"Manhattan","Manhattan",1,22.7,2.1,17.7,1,4.40528634361234
"Manhattan","Manhattan",2.38,14.28,0.43,7.9,1,16.6666666666667
"Manhattan","Manhattan",2.94,17.64,1.74,10.7,1,16.6666666666667
"Manhattan","Manhattan",4.68,28.08,4.12,18.4,1,16.6666666666667
"Bronx","Manhattan",13.16,78.96,15.14,61.8,1,16.6666666666667
"Manhattan","Manhattan",1.78,19.58,2.03,12.8,1,9.09090909090909
"Manhattan","Manhattan",2.7,13.5,0.4,5.8,1,20
"Manhattan","Manhattan",2.9,17.6,1.9,10.7,1,16.4772727272727
"Manhattan","Manhattan",4.05,24.35,1.9,16.3,1,16.6324435318275
"Manhattan","Manhattan",3.84,23.04,2.8,14.2,1,16.6666666666667
"Manhattan","Manhattan",2.72,16.32,1.1,8.6,1,16.6666666666667
"Manhattan","Manhattan",3.14,18.84,1.37,10.7,1,16.6666666666667
"Manhattan","Airport",12.73,77.63,11.05,47.1,1,16.3982996264331
"Manhattan","Manhattan",3.4,17,1.6,8.6,1,20
"Manhattan","Manhattan",3.25,19.65,2,11.4,1,16.5394402035623
"Manhattan","Manhattan",3.16,18.96,0.72,9.3,1,16.6666666666667
"Manhattan","Manhattan",2.46,18.86,1.81,11.4,1,13.0434782608696
"Manhattan","Manhattan",1.96,11.76,0.63,5.8,1,16.6666666666667
"Manhattan","Manhattan",4.34,26.04,4,17.7,1,16.6666666666667
"Manhattan","Airport",17.17,91.46,12.85,54.1,1,18.7732342007435
"Manhattan","Manhattan",1.96,11.76,0.62,5.8,1,16.6666666666667
"Manhattan","Airport",17.19,104.88,17.51,70,1,16.3901601830664
"Manhattan","Brooklyn",8.75,43.75,0.15,31,1,20
"Manhattan","Manhattan",4.28,25.68,2.14,14.9,1,16.6666666666667
"Manhattan","Manhattan",3.92,23.52,2.09,15.6,1,16.6666666666667
"Manhattan","Manhattan",2.17,23.87,1.47,17.7,1,9.09090909090909
"Manhattan","Manhattan",2,13.9,0.8,7.9,1,14.3884892086331
"Manhattan","Manhattan",4.82,28.92,3.23,19.1,1,16.6666666666667
"Manhattan","Manhattan",2.94,17.64,1.51,10.7,1,16.6666666666667
"Manhattan","Manhattan",2.38,14.28,0.89,7.9,1,16.6666666666667
"Manhattan","Manhattan",7.17,35.87,3.76,24.7,1,19.9888486200167
"Manhattan","Brooklyn",0,43.94,11.9,35.5,1,0
"Manhattan","Manhattan",2.94,17.64,1.66,10.7,1,16.6666666666667
"Airport","Airport",0,56.05,11.9,47.8,1,0
"Manhattan","Manhattan",1,15.7,1.2,10.7,1,6.36942675159236
"Manhattan","Manhattan",2.44,14.64,0.76,7.2,1,16.6666666666667
"Manhattan","Manhattan",3.5,17.5,1.22,10,1,20
"Manhattan","Manhattan",4.7,23.6,2.2,14.9,1,19.9152542372881
"Manhattan","Manhattan",3.72,22.32,1.24,12.1,1,16.6666666666667
"Manhattan","Manhattan",2.66,15.96,0.96,9.3,1,16.6666666666667
"Manhattan","Manhattan",3.7,22.2,2.72,13.5,1,16.6666666666667
"Manhattan","Manhattan",3.99,17.29,1.2,9.3,1,23.0769230769231
"Airport","Manhattan",28.69,172.14,29.5,128.7,1,16.6666666666667
"Manhattan","Manhattan",3.16,18.96,1.19,9.3,1,16.6666666666667
"Manhattan","Manhattan",3.5,17.5,0.9,10,1,20
"Manhattan","Manhattan",3.5,21,1.49,13.5,1,16.6666666666667
"Manhattan","Manhattan",4.05,20.15,1.6,12.1,1,20.0992555831266
"Manhattan","Manhattan",2.8,16.8,1.4,10,1,16.6666666666667
"Manhattan","Manhattan",5.4,32.4,2.84,20.5,1,16.6666666666667
"Manhattan","Manhattan",1,10.8,0.6,5.8,1,9.25925925925926
"Airport","Manhattan",20.55,89.19,10.8,52.7,1,23.0406996300034
"Manhattan","Manhattan",4.9,29.4,3.5,20.5,1,16.6666666666667
"Brooklyn","Airport",9.7,48.65,6.7,28.2,1,19.9383350462487
"Manhattan","Manhattan",2,13.6,0.41,5.1,1,14.7058823529412
"Manhattan","Manhattan",5.32,31.92,3.31,22.6,1,16.6666666666667
"Manhattan","Manhattan",4,24,0.97,13.5,1,16.6666666666667
"Manhattan","Manhattan",8.82,38.22,2.07,25.4,1,23.0769230769231
"Manhattan","Manhattan",0.9,18,1.55,12.1,1,5
"Manhattan","Manhattan",1.68,18.48,1.32,12.8,1,9.09090909090909
"Manhattan","Manhattan",10,24.7,0.58,10.7,1,40.4858299595142
"Manhattan","Manhattan",3.66,15.86,0.65,7.2,1,23.0769230769231
"Manhattan","Manhattan",2,48.5,7.24,41.5,1,4.12371134020619
"Manhattan","Manhattan",1,18.2,1.16,10.7,1,5.49450549450549
"Manhattan","Manhattan",10.9,54.6,9.3,38.7,1,19.96336996337
"Manhattan","Manhattan",5.26,31.56,3.05,19.8,1,16.6666666666667
"Manhattan","Manhattan",1.96,11.76,0.7,5.8,1,16.6666666666667
"Manhattan","Manhattan",2.1,12.6,0.7,6.5,1,16.6666666666667
"Manhattan","Manhattan",3.44,20.64,1.21,10.7,1,16.6666666666667
"Manhattan","Manhattan",2.58,15.48,0.68,7.9,1,16.6666666666667
"Manhattan","Manhattan",1.5,16.2,2,10.7,1,9.25925925925926
"Manhattan","Manhattan",4,33.4,2.9,25.4,1,11.9760479041916
"Manhattan","Manhattan",1,10.8,0.81,5.8,1,9.25925925925926
"Manhattan","Manhattan",0,11.2,0.57,7.2,1,0
"Manhattan","Manhattan",0,21.7,2.8,17.7,1,0
"Manhattan","Manhattan",1,17.1,1.67,12.1,1,5.84795321637427
"Manhattan","Manhattan",1.96,11.76,0.47,5.8,1,16.6666666666667
"Manhattan","Manhattan",3,18,1.07,10,1,16.6666666666667
"Manhattan","Manhattan",2,15.3,1.04,9.3,1,13.0718954248366
"Manhattan","Manhattan",3.08,18.48,1.72,11.4,1,16.6666666666667
"Brooklyn","Manhattan",5.88,45.08,7.97,35.2,1,13.0434782608696
"Manhattan","Manhattan",5.5,33.1,3.2,22.6,1,16.6163141993958
"Manhattan","Manhattan",6.1,36.6,2.61,24,1,16.6666666666667
"Manhattan","Manhattan",2.88,17.28,0.81,7.9,1,16.6666666666667
"Manhattan","Manhattan",7.88,39.38,5.01,27.5,1,20.010157440325
"Manhattan","Manhattan",5.54,33.24,1.76,21.2,1,16.6666666666667
"Manhattan","Manhattan",2.5,21.4,1.89,14.9,1,11.6822429906542
"Manhattan","Manhattan",1.96,11.76,0.73,5.8,1,16.6666666666667
"Manhattan","Manhattan",3.6,21.5,0.9,11.4,1,16.7441860465116
"Manhattan","Manhattan",3.7,22.2,2.2,13.5,1,16.6666666666667
"Manhattan","Manhattan",1,13.2,1.1,7.2,1,7.57575757575758
"Manhattan","Manhattan",3.84,23.04,2.49,14.2,1,16.6666666666667
"Manhattan","Queens",12.5,75,10.2,45.7,1,16.6666666666667
"Manhattan","Manhattan",5.95,29.75,2.68,19.8,1,20
"Queens","Airport",13.08,80.23,15.76,60.4,1,16.3031285055466
"Manhattan","Manhattan",2.24,13.44,0.8,7.2,1,16.6666666666667
"Manhattan","Manhattan",2,20.9,1.25,14.9,1,9.56937799043062
"Manhattan","Manhattan",1.82,10.92,0.42,5.1,1,16.6666666666667
"Manhattan","Manhattan",1.68,12.88,1.02,7.2,1,13.0434782608696
"Manhattan","Manhattan",4.2,25.2,2.21,17,1,16.6666666666667
"Manhattan","Manhattan",3,23,2.2,13.5,1,13.0434782608696
"Manhattan","Manhattan",2.73,20.93,1.92,14.2,1,13.0434782608696
"Manhattan","Manhattan",2.86,17.16,1.09,9.3,1,16.6666666666667
"Manhattan","Manhattan",2.94,17.64,1.25,10.7,1,16.6666666666667
"Manhattan","Manhattan",3.42,20.52,2.44,12.1,1,16.6666666666667
"Manhattan","Manhattan",3.57,15.47,0.48,7.9,1,23.0769230769231
"Manhattan","Airport",16.36,98.16,17.45,70,1,16.6666666666667
"Manhattan","Manhattan",2,15.3,0.8,9.3,1,13.0718954248366
"Manhattan","Manhattan",2,20.6,0.8,12.1,1,9.70873786407767
"Manhattan","Manhattan",5.7,28.5,2.8,16.3,1,20
"Manhattan","Manhattan",4.9,29.4,1.9,20.5,1,16.6666666666667
"Brooklyn","Manhattan",0,24.1,3.99,19.1,1,0
"Manhattan","Manhattan",6.03,30.13,2.8,19.1,1,20.0132758048457
"Manhattan","Manhattan",3.72,22.32,1.16,12.1,1,16.6666666666667
"Manhattan","Manhattan",2.24,13.44,0.73,7.2,1,16.6666666666667
"Manhattan","Manhattan",5,36.9,4.1,25.4,1,13.550135501355
"Manhattan","Manhattan",2.25,13.45,0.8,7.2,1,16.728624535316
"Manhattan","Manhattan",2,18.4,1.84,11.4,1,10.8695652173913
"Manhattan","Manhattan",3.93,30.13,2.92,21.2,1,13.0434782608696
"Manhattan","Manhattan",4.48,26.88,2.74,18.4,1,16.6666666666667
"Manhattan","Manhattan",4.02,20.12,1.55,12.1,1,19.9801192842942
"Manhattan","Manhattan",4.98,29.88,2.58,18.4,1,16.6666666666667
"Manhattan","Manhattan",4.7,28.2,1.95,17,1,16.6666666666667
"Manhattan","Manhattan",8.75,43.75,5.02,31,1,20
"Manhattan","Manhattan",3,15.2,0.59,7.2,1,19.7368421052632
"Manhattan","Manhattan",1.6,18,2,11.4,1,8.88888888888889
"Manhattan","Manhattan",4.96,29.76,3.56,19.8,1,16.6666666666667
"Manhattan","Manhattan",2.94,17.64,1.83,10.7,1,16.6666666666667
"Manhattan","Manhattan",3.42,20.52,1.67,12.1,1,16.6666666666667
"Manhattan","Manhattan",3.1,18.5,1.6,11.4,1,16.7567567567568
"Manhattan","Manhattan",4.68,28.08,2.88,18.4,1,16.6666666666667
"Manhattan","Manhattan",4.9,29.4,1.81,20.5,1,16.6666666666667
"Manhattan","Manhattan",7.17,35.87,3.22,24.7,1,19.9888486200167
"Manhattan","Manhattan",2.8,16.8,1.42,10,1,16.6666666666667
"Airport","Manhattan",20.14,100.69,17.5,70,1,20.0019862945675
"Manhattan","Manhattan",1,15.3,1.18,9.3,1,6.5359477124183
"Manhattan","Manhattan",1,16.1,1.17,8.6,1,6.2111801242236
"Manhattan","Manhattan",6.78,40.68,5.73,28.9,1,16.6666666666667
"Manhattan","Manhattan",2.52,15.12,0.72,8.6,1,16.6666666666667
"Manhattan","Manhattan",3,16.6,0.66,8.6,1,18.0722891566265
"Manhattan","Airport",20.23,102.92,17.88,70,1,19.6560435289545
"Manhattan","Manhattan",5.08,25.38,1.59,16.3,1,20.0157604412924
"Manhattan","Manhattan",4.42,26.52,1.58,15.6,1,16.6666666666667
"Manhattan","Manhattan",2.66,15.96,0.69,9.3,1,16.6666666666667
"Manhattan","Manhattan",4.12,24.72,2.57,15.6,1,16.6666666666667
"Manhattan","Manhattan",2.5,15.1,0.8,8.6,1,16.5562913907285
"Manhattan","Manhattan",3.7,22.2,1.88,13.5,1,16.6666666666667
"Manhattan","Manhattan",5.54,33.24,1.94,21.2,1,16.6666666666667
"Manhattan","Manhattan",6.93,30.03,3.48,19.1,1,23.0769230769231
"Manhattan","Manhattan",2,26.8,3.57,19.8,1,7.46268656716418
"Manhattan","Airport",10.05,62.05,10.02,38.7,1,16.1966156325544
"Manhattan","Manhattan",1.29,14.19,1,7.9,1,9.09090909090909
"Manhattan","Manhattan",5,40.7,3.06,31.7,1,12.2850122850123
"Manhattan","Manhattan",2.33,20.23,1.69,11.4,1,11.5175481957489
"Manhattan","Manhattan",5,20.4,0.5,11.4,1,24.5098039215686
"Manhattan","Manhattan",2,18.5,1.54,10,1,10.8108108108108
"Manhattan","Manhattan",2.94,17.64,1.7,10.7,1,16.6666666666667
"Manhattan","Airport",16.11,96.66,14.11,70,1,16.6666666666667
"Airport","Manhattan",14.71,73.55,10.92,42.9,1,20
"Manhattan","Manhattan",3,39.4,4.4,32.4,1,7.61421319796954
"Manhattan","Manhattan",2.66,15.96,1.15,9.3,1,16.6666666666667
"Manhattan","Manhattan",0,17.2,1.67,10.7,1,0
"Brooklyn","Manhattan",2,29.6,3.4,22.6,1,6.75675675675676
"Manhattan","Manhattan",1.82,20.02,2.16,14.2,1,9.09090909090909
"Manhattan","Manhattan",4.14,24.84,1.86,14.2,1,16.6666666666667
"Manhattan","Manhattan",2.3,13.8,0.98,6.5,1,16.6666666666667
"Manhattan","Manhattan",1.68,10.08,0.27,4.4,1,16.6666666666667
"Manhattan","Manhattan",2.6,15.6,0.41,6.5,1,16.6666666666667
"Manhattan","Manhattan",6.5,39,5.28,27.5,1,16.6666666666667
"Bronx","Manhattan",12.9,55.9,9.16,38,1,23.0769230769231
"Manhattan","Manhattan",2.44,14.64,0.61,7.2,1,16.6666666666667
"Manhattan","Manhattan",6.3,37.8,5.95,27.5,1,16.6666666666667
"Airport","Manhattan",12.75,76.49,9.6,47.8,1,16.6688456007321
"Manhattan","Manhattan",2.66,15.96,0.77,9.3,1,16.6666666666667
"Manhattan","Manhattan",3,16,0.6,6.5,1,18.75
"Manhattan","Manhattan",2.38,14.28,0.61,7.9,1,16.6666666666667
"Manhattan","Manhattan",3.64,21.84,2.52,14.2,1,16.6666666666667
"Manhattan","Manhattan",5.55,45.85,6.69,33.8,1,12.1046892039258
"Manhattan","Manhattan",4.75,28.55,3.8,19.8,1,16.6374781085814
"Manhattan","Manhattan",2.24,13.44,0.8,7.2,1,16.6666666666667
"Manhattan","Manhattan",3.02,18.12,1.46,8.6,1,16.6666666666667
"Manhattan","Manhattan",4.96,29.76,3.21,19.8,1,16.6666666666667
"Manhattan","Manhattan",0,8.7,0.2,3.7,1,0
"Manhattan","Manhattan",1,15.7,1.66,10.7,1,6.36942675159236
"Manhattan","Manhattan",2.35,14.25,0.6,7.9,1,16.4912280701754
"Manhattan","Manhattan",3.98,23.88,2.66,14.9,1,16.6666666666667
"Manhattan","Manhattan",2,13.9,0.85,7.9,1,14.3884892086331
"Manhattan","Manhattan",2.2,19,1.9,12.8,1,11.5789473684211
"Manhattan","Manhattan",4.76,28.56,4.06,19.8,1,16.6666666666667
"Manhattan","Manhattan",5.6,33.6,2.71,24,1,16.6666666666667
"Manhattan","Manhattan",4.2,18.2,1.7,10,1,23.0769230769231
"Manhattan","Manhattan",4.38,21.88,2.71,13.5,1,20.018281535649
"Manhattan","Manhattan",2.6,15.6,0.55,6.5,1,16.6666666666667
"Queens","Manhattan",1,25.9,2.9,18.4,1,3.86100386100386
"Manhattan","Manhattan",3.44,20.64,0.94,10.7,1,16.6666666666667
"Manhattan","Manhattan",3.5,21,2.36,13.5,1,16.6666666666667
"Manhattan","Manhattan",2.66,15.96,1.24,9.3,1,16.6666666666667
"Manhattan","Manhattan",2.1,16.1,1.67,10,1,13.0434782608696
"Manhattan","Manhattan",2,15.3,1.53,9.3,1,13.0718954248366
"Manhattan","Airport",12.75,78.24,9.45,47.8,1,16.2960122699387
"Queens","Airport",7.14,44.09,6.65,28.2,1,16.1941483329553
"Manhattan","Manhattan",2,26.5,2.23,20.5,1,7.54716981132075
"Manhattan","Manhattan",5.04,30.24,4.23,21.2,1,16.6666666666667
"Manhattan","Airport",1,85.8,17.82,70,1,1.16550116550117
"Manhattan","Manhattan",1.5,16.5,1.66,10,1,9.09090909090909
"Manhattan","Manhattan",5.67,43.47,4.71,33.8,1,13.0434782608696
"Manhattan","Manhattan",3.7,22.2,2.27,13.5,1,16.6666666666667
"Manhattan","Manhattan",4.48,26.88,2.23,18.4,1,16.6666666666667
"Manhattan","Manhattan",3,25,3.08,17,1,12
"Manhattan","Manhattan",3.08,18.48,1.17,11.4,1,16.6666666666667
"Manhattan","Manhattan",4.83,24.13,1.61,12.8,1,20.016576875259
"Manhattan","Manhattan",3.5,23.1,4.23,15.6,1,15.1515151515152
"Manhattan","Manhattan",4.26,25.56,1.55,16.3,1,16.6666666666667
"Manhattan","Airport",13.02,78.12,11.13,47.8,1,16.6666666666667
"Manhattan","Manhattan",1.47,16.17,1.9,10.7,1,9.09090909090909
"Manhattan","Manhattan",1,11.5,0.89,6.5,1,8.69565217391304
"Manhattan","Manhattan",3.75,22.65,2.3,14.9,1,16.5562913907285
"Manhattan","Manhattan",2.85,17.15,1.6,9.3,1,16.6180758017493
"Manhattan","Manhattan",2,22.7,2.4,14.2,1,8.81057268722467
"Manhattan","Manhattan",4,25,2.55,17,1,16
"Manhattan","Manhattan",2.24,13.44,0.72,7.2,1,16.6666666666667
"Manhattan","Manhattan",5.74,34.44,3.74,24.7,1,16.6666666666667
