"DOBorough","PUBorough","tip_amount","total_amount","trip_distance","fare_amount","payment_type","percent_tip"
"Manhattan","Manhattan",3.05,15.25,0.91,7.2,1,20
"Manhattan","Airport",11.52,69.12,9.44,40.8,1,16.6666666666667
"Manhattan","Manhattan",2,27.2,4.5,21.2,1,7.35294117647059
"Manhattan","Manhattan",1,15.7,1.49,10.7,1,6.36942675159236
"Manhattan","Manhattan",2.75,13.95,0.9,7.2,1,19.7132616487455
"Airport","Manhattan",0,67.14,11.3,49.2,1,0
"Manhattan","Manhattan",3.28,19.68,1.92,11.4,1,16.6666666666667
"Airport","Manhattan",12,118.65,16.66,90.9,1,10.1137800252845
"Manhattan","Manhattan",3.2,16.1,1,7.9,1,19.8757763975155
"Manhattan","Manhattan",2,18.1,1.86,12.1,1,11.0497237569061
"Brooklyn","Airport",13.98,85.63,17.87,67.4,1,16.3260539530538
"Airport","Manhattan",21.45,107.39,20.7,70,1,19.9739268088276
"Manhattan","Manhattan",0,32.9,4.8,28.9,1,0
"Manhattan","Manhattan",2.52,19.32,1.98,12.8,1,13.0434782608696
"Manhattan","Manhattan",7.1,42.8,6.4,31.7,1,16.588785046729
"Manhattan","Manhattan",2.52,15.12,1.24,8.6,1,16.6666666666667
"Manhattan","Manhattan",3.1,18.8,1.2,10.7,1,16.4893617021277
"Brooklyn","Airport",6.28,48.13,8.12,33.1,1,13.0479950135051
"Manhattan","Manhattan",1.75,30.15,2.03,21.9,1,5.80431177446103
"Manhattan","Manhattan",3,26.1,1.69,19.1,1,11.4942528735632
"Manhattan","Manhattan",3,13.5,0.7,6.5,1,22.2222222222222
"Manhattan","Manhattan",4.4,26.4,3.3,17,1,16.6666666666667
"Manhattan","Manhattan",4.06,24.36,1.98,16.3,1,16.6666666666667
"Manhattan","Manhattan",1,12.2,0.62,7.2,1,8.19672131147541
"Manhattan","Manhattan",2,17.8,0.96,9.3,1,11.2359550561798
"Manhattan","Manhattan",2,20.2,2.22,14.2,1,9.9009900990099
"Manhattan","Airport",11.2,67.2,9.6,38.7,1,16.6666666666667
"Manhattan","Manhattan",3.5,21,2.2,13.5,1,16.6666666666667
"Manhattan","Manhattan",0,12.6,1.18,8.6,1,0
"Manhattan","Manhattan",1.4,15,1.13,8.6,1,9.33333333333333
"Manhattan","Manhattan",2.74,16.44,0.95,7.2,1,16.6666666666667
"Manhattan","Airport",9.87,60.96,8.8,35.9,1,16.1909448818898
"Manhattan","Manhattan",0.06,26.66,5,22.6,1,0.225056264066016
"Manhattan","Manhattan",3.84,23.04,2.78,14.2,1,16.6666666666667
"Manhattan","Manhattan",5,28.1,2.8,19.1,1,17.7935943060498
"Manhattan","Manhattan",5.35,32.25,4.1,21.9,1,16.5891472868217
"Manhattan","Manhattan",2.3,13.8,0.7,6.5,1,16.6666666666667
"Manhattan","Manhattan",2.41,26.51,3.79,19.1,1,9.09090909090909
"Manhattan","Airport",8,90.3,18.18,70,1,8.859357696567
"Manhattan","Manhattan",4.12,24.72,2.73,15.6,1,16.6666666666667
"Brooklyn","Brooklyn",0,18,1.2,16.5,1,0
"Manhattan","Manhattan",2.1,12.6,0.84,6.5,1,16.6666666666667
"Manhattan","Manhattan",3.42,20.52,1.19,12.1,1,16.6666666666667
"Manhattan","Manhattan",3.78,25.18,0.85,14.9,1,15.011914217633
"Manhattan","Manhattan",5,38.9,5.6,28.9,1,12.853470437018
"Manhattan","Manhattan",2,13.9,1,7.9,1,14.3884892086331
"Manhattan","Manhattan",3,18,1.1,10,1,16.6666666666667
"Manhattan","Bronx",0,11.8,1.36,9.3,1,0
"Manhattan","Manhattan",2.66,15.96,1.4,9.3,1,16.6666666666667
"Manhattan","Manhattan",2.44,14.64,0.83,7.2,1,16.6666666666667
"Manhattan","Manhattan",3.86,23.16,1.17,12.8,1,16.6666666666667
"Queens","Airport",8.51,42.56,4.96,23.3,1,19.9953007518797
"Manhattan","Manhattan",9.45,40.95,3.92,27.5,1,23.0769230769231
"Manhattan","Airport",13.43,68.38,9.81,42.2,1,19.6402456858731
"Manhattan","Manhattan",3.78,22.68,2.29,14.9,1,16.6666666666667
"Manhattan","Manhattan",8.05,40.25,3.63,28.2,1,20
"Manhattan","Manhattan",3.7,22.3,1.2,12.1,1,16.5919282511211
"Manhattan","Manhattan",2.25,23.25,2.2,17,1,9.67741935483871
"Manhattan","Manhattan",3.4,26.1,3.05,17.7,1,13.0268199233716
"Manhattan","Manhattan",2.9,17.6,1.6,10.7,1,16.4772727272727
"Manhattan","Manhattan",5,32.7,2.35,21.2,1,15.2905198776758
"Manhattan","Manhattan",3.58,28.78,3.21,21.2,1,12.4391938846421
"Manhattan","Manhattan",1,15.3,0.96,9.3,1,6.5359477124183
"Manhattan","Manhattan",4,24,1.63,13.5,1,16.6666666666667
"Brooklyn","Manhattan",4,57.75,10.4,42.2,1,6.92640692640693
"Manhattan","Manhattan",3.22,19.32,1.5,12.1,1,16.6666666666667
"Manhattan","Manhattan",2.16,12.96,0.43,5.8,1,16.6666666666667
"Manhattan","Manhattan",2.78,21.28,1.94,13.5,1,13.0639097744361
"Manhattan","Manhattan",3.63,27.83,1.89,17.7,1,13.0434782608696
"Manhattan","Manhattan",6.86,41.16,4.83,30.3,1,16.6666666666667
"Manhattan","Manhattan",2.8,16.8,1.18,10,1,16.6666666666667
"Manhattan","Airport",14.65,87.9,16.8,70,1,16.6666666666667
"Manhattan","Manhattan",3.42,20.52,1.68,12.1,1,16.6666666666667
"Manhattan","Manhattan",2.88,17.28,1.05,7.9,1,16.6666666666667
"Manhattan","Manhattan",3.02,18.12,0.99,8.6,1,16.6666666666667
"Manhattan","Manhattan",1.34,12.54,1.1,7.2,1,10.6858054226475
"Manhattan","Manhattan",4.84,29.04,2.2,17.7,1,16.6666666666667
"Brooklyn","Manhattan",5.1,30.6,4.15,20.5,1,16.6666666666667
"Manhattan","Manhattan",3.84,23.04,2.44,14.2,1,16.6666666666667
"Manhattan","Manhattan",2,10,0.9,6.5,1,20
"Queens","Queens",0,8,0,7,1,0
"Manhattan","Queens",13.88,83.27,10.06,49.2,1,16.6686681878227
"Manhattan","Manhattan",3.22,19.32,2.28,12.1,1,16.6666666666667
"Manhattan","Manhattan",5.96,35.76,5.46,23.3,1,16.6666666666667
"Manhattan","Manhattan",3.91,25.61,3.16,17.7,1,15.2674736431082
"Manhattan","Manhattan",4,28.1,3.15,19.1,1,14.2348754448399
"Airport","Manhattan",18.5,92.5,18.5,70,1,20
"Manhattan","Manhattan",3,21.9,1.81,14.9,1,13.6986301369863
"Manhattan","Airport",11.83,72.73,9.71,43.6,1,16.2656400384986
"Manhattan","Manhattan",3.15,24.15,4,17,1,13.0434782608696
"Manhattan","Manhattan",3.02,18.12,0.87,8.6,1,16.6666666666667
"Manhattan","Manhattan",4.1,17,0.75,7.9,1,24.1176470588235
"Manhattan","Manhattan",2.8,16.8,1.4,10,1,16.6666666666667
"Manhattan","Manhattan",3.6,18,0.6,7.9,1,20
"Manhattan","Manhattan",5,35.8,2.54,26.8,1,13.9664804469274
"Manhattan","Manhattan",2.6,15.6,0.51,6.5,1,16.6666666666667
"Manhattan","Manhattan",2.72,16.32,1.16,8.6,1,16.6666666666667
"Manhattan","Manhattan",1,14.7,1.2,7.2,1,6.80272108843537
"Manhattan","Manhattan",1,141.5,28.22,123.4,1,0.706713780918728
"Manhattan","Manhattan",4.03,20.13,1.27,12.1,1,20.019870839543
"Airport","Manhattan",7.61,69.95,11.4,46.4,1,10.879199428163
"Manhattan","Manhattan",4.42,26.52,1.83,15.6,1,16.6666666666667
"Manhattan","Airport",15,83.1,11,51.3,1,18.0505415162455
"Manhattan","Manhattan",3.64,21.84,1.81,14.2,1,16.6666666666667
"Airport","Manhattan",6.5,59.34,9.12,35.9,1,10.953825412875
"Manhattan","Airport",13.29,80.99,8.63,53.4,1,16.4094332633658
"Manhattan","Manhattan",1.95,11.75,0.5,5.8,1,16.5957446808511
"Airport","Airport",12.9,77.35,11.4,56.2,1,16.677440206852
"Manhattan","Manhattan",1.7,30,3.89,23.3,1,5.66666666666667
"Manhattan","Manhattan",1.82,20.02,2.31,14.2,1,9.09090909090909
"Manhattan","Manhattan",2.66,15.96,0.99,9.3,1,16.6666666666667
"Manhattan","Manhattan",2.95,14.85,0.9,7.9,1,19.8653198653199
"Manhattan","Manhattan",4.7,28.2,1.9,17,1,16.6666666666667
"Manhattan","Manhattan",3,18,1.3,10,1,16.6666666666667
"Airport","Manhattan",15.56,93.36,11.82,68.8,1,16.6666666666667
"Manhattan","Manhattan",4.34,26.04,2.73,17.7,1,16.6666666666667
"Manhattan","Manhattan",1,29,4.49,24,1,3.44827586206897
"Manhattan","Manhattan",3.15,13.65,0.69,6.5,1,23.0769230769231
"Manhattan","Manhattan",4.4,26.4,3.3,17,1,16.6666666666667
"Manhattan","Manhattan",3,18.1,1.2,8.6,1,16.5745856353591
"Brooklyn","Manhattan",6,58.8,8.49,47.8,1,10.2040816326531
"Manhattan","Manhattan",0,11.2,0.5,7.2,1,0
"Manhattan","Manhattan",2.94,17.64,1.03,10.7,1,16.6666666666667
"Bronx","Manhattan",5,39.7,5.17,28.2,1,12.5944584382872
"Manhattan","Manhattan",1,15,1.7,10,1,6.66666666666667
"Brooklyn","Manhattan",6.6,41.9,4.89,30.3,1,15.7517899761337
"Airport","Manhattan",16.11,96.66,20.43,70,1,16.6666666666667
"Manhattan","Manhattan",3.3,25.3,2.72,17,1,13.0434782608696
"Manhattan","Manhattan",6.75,40.65,5,28.9,1,16.6051660516605
"Manhattan","Manhattan",6.72,40.32,2.94,29.6,1,16.6666666666667
"Manhattan","Manhattan",5.46,23.66,2.44,14.2,1,23.0769230769231
"Manhattan","Manhattan",2.1,12.6,0.68,6.5,1,16.6666666666667
"Manhattan","Manhattan",2.38,14.28,1.16,7.9,1,16.6666666666667
"Brooklyn","Airport",14.9,76.25,10.56,50.6,1,19.5409836065574
"Manhattan","Manhattan",5.26,31.56,2.34,19.8,1,16.6666666666667
"Queens","Queens",0,4.5,0,3,1,0
"Manhattan","Manhattan",1.82,10.92,0.63,5.1,1,16.6666666666667
"Manhattan","Manhattan",4.1,24.8,2.5,14.2,1,16.5322580645161
"Brooklyn","Airport",18.6,113.35,21.96,90.5,1,16.4093515659462
"Manhattan","Manhattan",3.92,23.52,1.52,15.6,1,16.6666666666667
"Manhattan","Manhattan",4,24,1.7,13.5,1,16.6666666666667
"Manhattan","Queens",10.72,64.31,7.67,35.9,1,16.6692582802053
"Manhattan","Bronx",0,49,0,44.5,1,0
"Manhattan","Manhattan",7.14,30.94,1.13,19.8,1,23.0769230769231
"Manhattan","Manhattan",1,29.7,2.5,24.7,1,3.36700336700337
"Manhattan","Manhattan",0.98,10.78,0,5.8,1,9.09090909090909
"Manhattan","Manhattan",2,15,0.52,6.5,1,13.3333333333333
"Manhattan","Manhattan",1.4,15.4,1.5,10,1,9.09090909090909
"Manhattan","Manhattan",3.22,19.32,1.06,12.1,1,16.6666666666667
"Manhattan","Manhattan",1.82,10.92,0.59,5.1,1,16.6666666666667
"Manhattan","Manhattan",6.16,36.96,3.67,26.8,1,16.6666666666667
"Manhattan","Manhattan",6.92,41.52,6.47,29.6,1,16.6666666666667
"Manhattan","Manhattan",3.78,22.68,1.68,14.9,1,16.6666666666667
"Manhattan","Manhattan",3,18.1,1.3,8.6,1,16.5745856353591
"Manhattan","Manhattan",2.3,13.8,0.5,6.5,1,16.6666666666667
"Manhattan","Manhattan",2.3,13.8,1,6.5,1,16.6666666666667
"Manhattan","Manhattan",2,23.7,1.18,17.7,1,8.43881856540084
"Manhattan","Manhattan",2.58,15.48,1.09,7.9,1,16.6666666666667
"Manhattan","Manhattan",4.62,27.72,1.9,19.1,1,16.6666666666667
"Manhattan","Manhattan",3,15.2,0.97,7.2,1,19.7368421052632
"Queens","Airport",4.68,29.83,4.46,21.9,1,15.6889037881328
"Manhattan","Manhattan",3,18,1.3,10,1,16.6666666666667
"Manhattan","Manhattan",1.6,13.5,0.67,7.9,1,11.8518518518519
"Manhattan","Manhattan",2.38,14.28,0.69,7.9,1,16.6666666666667
"Manhattan","Manhattan",1.9,19,1.99,12.1,1,10
"Manhattan","Manhattan",0,22,2.9,20.5,1,0
"Manhattan","Manhattan",4.28,25.68,2.41,14.9,1,16.6666666666667
"Manhattan","Manhattan",3.64,21.84,2.68,14.2,1,16.6666666666667
"Manhattan","Manhattan",2.65,15.95,1.5,9.3,1,16.6144200626959
"Manhattan","Manhattan",3.42,20.52,1.62,12.1,1,16.6666666666667
"Manhattan","Manhattan",2.5,18.6,1.83,12.1,1,13.4408602150538
"Manhattan","Manhattan",2.72,16.32,1.28,8.6,1,16.6666666666667
"Manhattan","Manhattan",2,19.8,1.97,12.8,1,10.1010101010101
"Manhattan","Manhattan",3.05,18.45,1.8,11.4,1,16.5311653116531
"Manhattan","Manhattan",2.52,15.12,1.03,8.6,1,16.6666666666667
"Manhattan","Manhattan",5,30.2,2.9,21.2,1,16.5562913907285
"Manhattan","Manhattan",0,11.2,0.28,7.2,1,0
"Manhattan","Manhattan",2,12.8,0.68,5.8,1,15.625
"Manhattan","Manhattan",1.5,12.3,0.5,5.8,1,12.1951219512195
"Manhattan","Manhattan",3.85,23.05,2.7,14.2,1,16.7028199566161
"Manhattan","Manhattan",3.28,19.68,1.78,11.4,1,16.6666666666667
"Manhattan","Manhattan",4.62,23.12,1.08,13.5,1,19.9826989619377
"Queens","Airport",7.2,43.25,5.6,26.8,1,16.6473988439306
"Manhattan","Manhattan",2,32.4,4.87,25.4,1,6.17283950617284
"Manhattan","Manhattan",1.5,15.5,0.74,10,1,9.67741935483871
"Manhattan","Manhattan",4,24,1.54,13.5,1,16.6666666666667
"Manhattan","Manhattan",4.9,24.5,2.26,15.6,1,20
"Manhattan","Manhattan",1,15.3,1.2,9.3,1,6.5359477124183
"Airport","Manhattan",11.8,70.8,9.6,50,1,16.6666666666667
"Manhattan","Manhattan",3.16,18.96,1.26,9.3,1,16.6666666666667
"Manhattan","Manhattan",2.44,14.64,0.75,7.2,1,16.6666666666667
"Manhattan","Manhattan",3.44,20.64,1.23,10.7,1,16.6666666666667
"Manhattan","Manhattan",2.44,14.64,0.73,7.2,1,16.6666666666667
"Manhattan","Manhattan",2.24,13.44,0.9,7.2,1,16.6666666666667
"Manhattan","Manhattan",0,9.8,0.7,5.8,1,0
"Queens","Manhattan",0,52.55,0,44.5,1,0
"Manhattan","Manhattan",2,14.9,1.2,7.9,1,13.4228187919463
"Manhattan","Manhattan",3.95,23.85,3.2,14.9,1,16.5618448637317
"Manhattan","Manhattan",4.34,26.04,2.77,17.7,1,16.6666666666667
"Manhattan","Manhattan",1.12,12.32,0.77,7.2,1,9.09090909090909
"Manhattan","Manhattan",1,29.7,2.42,24.7,1,3.36700336700337
"Manhattan","Manhattan",5.12,30.72,1.93,19.1,1,16.6666666666667
"Manhattan","Manhattan",2.66,15.96,1.21,9.3,1,16.6666666666667
"Manhattan","Queens",12.11,72.68,11.17,46.4,1,16.6620803522289
"Manhattan","Manhattan",2.58,15.48,0.92,7.9,1,16.6666666666667
"Queens","Manhattan",3,32.15,2.7,19.1,1,9.33125972006221
"Queens","Manhattan",10.89,65.34,10.43,42.9,1,16.6666666666667
"Brooklyn","Airport",20.44,124.39,26.19,98.2,1,16.4321890827237
"Brooklyn","Airport",12.61,75.66,12.34,54.8,1,16.6666666666667
"Manhattan","Manhattan",6.8,40.8,3.39,27.5,1,16.6666666666667
"Manhattan","Manhattan",3.86,23.16,1.79,12.8,1,16.6666666666667
"Manhattan","Manhattan",3.86,23.16,1.49,12.8,1,16.6666666666667
"Manhattan","Manhattan",7.23,31.33,2.84,19.1,1,23.0769230769231
"Manhattan","Manhattan",1,12.6,0.4,5.1,1,7.93650793650794
"Manhattan","Manhattan",3.28,19.68,1.61,11.4,1,16.6666666666667
"Manhattan","Manhattan",1,10.4,0.5,4.4,1,9.61538461538461
"Manhattan","Manhattan",1.51,16.61,0.93,8.6,1,9.09090909090909
"Manhattan","Manhattan",1,18.8,1.6,12.8,1,5.31914893617021
"Manhattan","Manhattan",2,19.2,1.59,10.7,1,10.4166666666667
"Manhattan","Manhattan",11.46,49.66,4.61,31.7,1,23.0769230769231
"Manhattan","Manhattan",4.76,28.56,3.59,19.8,1,16.6666666666667
"Manhattan","Manhattan",1.95,11.75,0.4,5.8,1,16.5957446808511
"Manhattan","Manhattan",1,13.6,1.09,8.6,1,7.35294117647059
"Manhattan","Manhattan",4.98,29.88,2.22,18.4,1,16.6666666666667
"Manhattan","Manhattan",2.5,20,2.4,13.5,1,12.5
"Manhattan","Manhattan",5.9,35.6,5,24.7,1,16.5730337078652
"Manhattan","Manhattan",1,10.1,0.58,5.1,1,9.9009900990099
"Manhattan","Airport",16.11,98.41,21.42,70,1,16.3702875724012
"Manhattan","Airport",17.07,104.17,18.26,70,1,16.38667562638
"Manhattan","Manhattan",5.42,27.12,2.5,17.7,1,19.9852507374631
"Manhattan","Manhattan",3.58,21.48,1.89,11.4,1,16.6666666666667
"Manhattan","Manhattan",6.24,37.44,3.53,24.7,1,16.6666666666667
"Manhattan","Manhattan",2.3,13.8,0.74,6.5,1,16.6666666666667
"Manhattan","Manhattan",1,26.6,2.76,19.1,1,3.7593984962406
"Manhattan","Airport",10,92.3,17.8,70,1,10.8342361863489
"Manhattan","Manhattan",2.74,16.44,1.14,7.2,1,16.6666666666667
"Manhattan","Manhattan",3.05,18.45,2.1,11.4,1,16.5311653116531
"Manhattan","Manhattan",4.62,27.72,2.19,19.1,1,16.6666666666667
"Queens","Manhattan",3,33.8,6.77,26.8,1,8.87573964497042
"Manhattan","Manhattan",2,19.8,2,12.8,1,10.1010101010101
"Manhattan","Manhattan",0.7,12.6,1.03,7.9,1,5.55555555555556
"Manhattan","Manhattan",3.3,19.7,1.9,11.4,1,16.751269035533
"Manhattan","Manhattan",7.49,49.09,6.17,36.6,1,15.2576899572214
"Manhattan","Manhattan",4.26,25.56,3.41,16.3,1,16.6666666666667
"Manhattan","Manhattan",8.26,49.56,6.98,37.3,1,16.6666666666667
"Manhattan","Manhattan",3.6,21.8,2.3,14.2,1,16.5137614678899
"Manhattan","Manhattan",5.74,34.44,2.81,24.7,1,16.6666666666667
"Manhattan","Manhattan",3.4,20.6,1,10.7,1,16.504854368932
"Brooklyn","Manhattan",4.34,26.04,2.93,17.7,1,16.6666666666667
"Manhattan","Manhattan",5.1,30.6,3.05,20.5,1,16.6666666666667
"Brooklyn","Manhattan",11.6,69.7,10.2,54.1,1,16.6427546628407
"Manhattan","Manhattan",3,33.5,3.14,24,1,8.95522388059701
"Manhattan","Airport",9.89,70.99,10.8,44.3,1,13.9315396534723
"Manhattan","Queens",14.88,74.38,9.66,42.2,1,20.0053777897284
"Airport","Manhattan",10.77,64.62,8.37,40.8,1,16.6666666666667
"Manhattan","Manhattan",2,12.5,0.8,6.5,1,16
"Manhattan","Manhattan",3.44,20.64,1.21,10.7,1,16.6666666666667
"Manhattan","Manhattan",3.7,32,4.8,23.3,1,11.5625
"Manhattan","Manhattan",7.76,46.56,6.33,33.8,1,16.6666666666667
"Manhattan","Manhattan",2.94,17.64,1.3,10.7,1,16.6666666666667
"Manhattan","Manhattan",4.14,24.84,1.58,14.2,1,16.6666666666667
"Manhattan","Manhattan",3.02,18.12,0.84,8.6,1,16.6666666666667
"Manhattan","Manhattan",2,19.1,1.75,12.1,1,10.4712041884817
"Manhattan","Manhattan",4.4,26.4,4,17,1,16.6666666666667
"Manhattan","Manhattan",1.19,13.09,1.36,7.9,1,9.09090909090909
"Manhattan","Manhattan",2.72,17.82,0.86,8.6,1,15.2637485970819
"Manhattan","Manhattan",6.21,26.91,1.97,14.2,1,23.0769230769231
"Manhattan","Manhattan",0,18.9,1.99,14.9,1,0
"Manhattan","Manhattan",8.9,53.4,4.41,38,1,16.6666666666667
"Manhattan","Manhattan",1,14.6,1.54,8.6,1,6.84931506849315
"Manhattan","Manhattan",3.6,21.8,2,14.2,1,16.5137614678899
"Manhattan","Manhattan",2,19.8,1.94,12.8,1,10.1010101010101
"Manhattan","Manhattan",2.94,17.64,1.87,10.7,1,16.6666666666667
"Manhattan","Airport",12.16,72.96,10.89,45,1,16.6666666666667
"Manhattan","Manhattan",3.42,20.52,2.62,12.1,1,16.6666666666667
"Manhattan","Manhattan",3.88,42.68,7.55,33.8,1,9.09090909090909
"Manhattan","Manhattan",3.98,23.88,1.62,14.9,1,16.6666666666667
"Manhattan","Manhattan",3.72,22.32,1.85,12.1,1,16.6666666666667
"Manhattan","Manhattan",7.5,37.6,3.9,26.1,1,19.9468085106383
"Manhattan","Manhattan",2.5,16.1,1.22,8.6,1,15.527950310559
"Manhattan","Manhattan",3.42,20.52,0.5,12.1,1,16.6666666666667
"Manhattan","Manhattan",5,36.1,3.17,26.1,1,13.8504155124654
"Manhattan","Manhattan",4.4,26.4,2.13,17,1,16.6666666666667
"Airport","Airport",16.3,97.8,0,80,1,16.6666666666667
"Manhattan","Manhattan",3.47,22.77,2,12.8,1,15.2393500219587
"Manhattan","Manhattan",3,20.9,1.66,11.4,1,14.3540669856459
"Manhattan","Manhattan",2.62,13.12,0.62,6.5,1,19.969512195122
"Manhattan","Manhattan",3.42,20.52,1.78,12.1,1,16.6666666666667
"Manhattan","Manhattan",3.28,19.68,1.8,11.4,1,16.6666666666667
"Manhattan","Manhattan",3,39,3.48,31,1,7.69230769230769
"Manhattan","Manhattan",3.16,18.96,0.88,9.3,1,16.6666666666667
"Manhattan","Manhattan",3.7,22.2,1.45,13.5,1,16.6666666666667
"Manhattan","Airport",14.8,90.55,19.61,70,1,16.3445610160133
"Manhattan","Manhattan",1.2,12,0.47,5.8,1,10
"Manhattan","Airport",10.57,65.17,9.11,37.3,1,16.219119226638
"Manhattan","Manhattan",8.04,48.24,7.75,35.2,1,16.6666666666667
"Manhattan","Manhattan",2,13.2,0.97,7.2,1,15.1515151515152
"Manhattan","Manhattan",0,17.1,1.75,12.1,1,0
"Manhattan","Manhattan",1,22.4,2.13,14.9,1,4.46428571428571
"Manhattan","Manhattan",1,26.9,4,21.9,1,3.71747211895911
"Manhattan","Manhattan",0,106.4,15.43,102.4,1,0
"Manhattan","Manhattan",2.72,16.32,1.33,8.6,1,16.6666666666667
"Manhattan","Manhattan",1.5,13.1,0.72,5.1,1,11.4503816793893
"Manhattan","Manhattan",2.66,15.96,1.4,9.3,1,16.6666666666667
"Manhattan","Manhattan",5.4,32.4,3.77,20.5,1,16.6666666666667
"Manhattan","Manhattan",2.85,17.15,1.3,9.3,1,16.6180758017493
"Manhattan","Manhattan",4.1,24.7,2.1,15.6,1,16.5991902834008
"Manhattan","Manhattan",5.85,29.25,2.96,18.4,1,20
"Manhattan","Manhattan",4.76,28.56,2.28,19.8,1,16.6666666666667
"Manhattan","Manhattan",3.57,39.27,5.07,31.7,1,9.09090909090909
"Manhattan","Manhattan",6.25,31.15,2.4,18.4,1,20.0642054574639
"Manhattan","Manhattan",2.52,15.12,1.38,8.6,1,16.6666666666667
"Manhattan","Manhattan",3.08,18.48,1.95,11.4,1,16.6666666666667
"Manhattan","Manhattan",4.26,25.56,3.23,16.3,1,16.6666666666667
"Brooklyn","Manhattan",5,66.6,13.53,57.6,1,7.50750750750751
"Manhattan","Manhattan",2,14.9,0.8,7.9,1,13.4228187919463
"Manhattan","Airport",4,84.25,18.4,70,1,4.74777448071217
"Manhattan","Manhattan",7.47,32.37,2.09,18.4,1,23.0769230769231
"Manhattan","Manhattan",6.58,39.48,4.8,28.9,1,16.6666666666667
"Manhattan","Manhattan",2.9,17.6,2,10.7,1,16.4772727272727
"Manhattan","Manhattan",3.36,20.16,1.47,12.8,1,16.6666666666667
"Manhattan","Manhattan",2.7,16.3,1.2,8.6,1,16.5644171779141
"Manhattan","Manhattan",2.6,15.6,0.48,6.5,1,16.6666666666667
"Manhattan","Manhattan",1.95,11.75,0.6,5.8,1,16.5957446808511
"Manhattan","Manhattan",2.8,14,0.68,7.2,1,20
"Manhattan","Manhattan",2.58,19.78,1.55,10.7,1,13.0434782608696
"Manhattan","Manhattan",3.64,21.84,1.32,14.2,1,16.6666666666667
"Manhattan","Manhattan",4.06,24.36,1.69,16.3,1,16.6666666666667
"Manhattan","Manhattan",2.1,12.6,0.7,6.5,1,16.6666666666667
"Airport","Manhattan",10.38,62.28,9.8,42.9,1,16.6666666666667
"Manhattan","Manhattan",7.45,44.85,5.3,32.4,1,16.6109253065775
"Manhattan","Manhattan",3,23.6,2.62,15.6,1,12.7118644067797
"Manhattan","Manhattan",2,15.3,1.24,9.3,1,13.0718954248366
"Manhattan","Manhattan",4.14,24.84,2.36,14.2,1,16.6666666666667
"Manhattan","Manhattan",6.8,34.1,3,23.3,1,19.941348973607
"Manhattan","Manhattan",2.66,15.96,0.99,9.3,1,16.6666666666667
"Manhattan","Manhattan",3.5,21,2,13.5,1,16.6666666666667
"Manhattan","Airport",20.65,103.34,17.5,70,1,19.9825817689181
"Manhattan","Manhattan",3,18,1.34,10,1,16.6666666666667
"Manhattan","Manhattan",3.28,21.48,2.18,14.2,1,15.2700186219739
"Manhattan","Manhattan",2.98,14.88,1.17,7.9,1,20.0268817204301
"Manhattan","Manhattan",7.14,42.84,1.97,31.7,1,16.6666666666667
"Manhattan","Manhattan",2.44,14.64,0.94,7.2,1,16.6666666666667
"Manhattan","Airport",0,87.69,17.73,70,1,0
"Queens","Manhattan",7,81,12,70,1,8.64197530864197
"Manhattan","Manhattan",5.68,34.08,3.22,21.9,1,16.6666666666667
"Manhattan","Manhattan",3,14.2,0.8,7.2,1,21.1267605633803
"Manhattan","Airport",3.5,55.39,8,31.7,1,6.31883011373894
"Manhattan","Manhattan",5.55,33.4,2.8,16.3,1,16.6167664670659
"Manhattan","Manhattan",3.14,18.84,1.95,10.7,1,16.6666666666667
"Airport","Manhattan",24.16,104.71,17.35,70,1,23.0732499283736
"Manhattan","Airport",16.19,98.88,20.2,70,1,16.3733818770227
"Manhattan","Manhattan",1.5,19,1.77,13.5,1,7.89473684210526
"Manhattan","Manhattan",1,15.4,0.71,7.9,1,6.49350649350649
"Manhattan","Manhattan",2.24,13.44,0.56,7.2,1,16.6666666666667
"Manhattan","Manhattan",3.36,20.16,2.11,12.8,1,16.6666666666667
"Manhattan","Manhattan",2,10.4,0.46,4.4,1,19.2307692307692
"Manhattan","Manhattan",2.2,21.5,2.1,12.8,1,10.2325581395349
"Manhattan","Manhattan",5.88,35.28,4.02,25.4,1,16.6666666666667
"Manhattan","Queens",9.8,58.8,8.1,31.7,1,16.6666666666667
"Manhattan","Manhattan",3.22,19.32,1.67,12.1,1,16.6666666666667
"Manhattan","Manhattan",0,16.4,1.73,11.4,1,0
"Manhattan","Manhattan",2.44,14.64,0.6,7.2,1,16.6666666666667
"Manhattan","Manhattan",2.9,17.6,1.1,10.7,1,16.4772727272727
"Airport","Manhattan",12,92.94,17.4,70,1,12.911555842479
"Manhattan","Manhattan",2.45,14.75,0.5,5.8,1,16.6101694915254
"Manhattan","Manhattan",2.1,12.6,0.6,6.5,1,16.6666666666667
"Manhattan","Manhattan",2,20.9,2.08,14.9,1,9.56937799043062
"Manhattan","Manhattan",5.18,31.08,4.4,21.9,1,16.6666666666667
"Manhattan","Manhattan",3.4,20.6,1.1,10.7,1,16.504854368932
"Manhattan","Manhattan",1,15.7,1.16,10.7,1,6.36942675159236
"Manhattan","Manhattan",6.44,38.64,1.17,28.2,1,16.6666666666667
"Manhattan","Manhattan",2.94,17.64,1.29,10.7,1,16.6666666666667
"Manhattan","Manhattan",5.4,32.4,1.99,20.5,1,16.6666666666667
"Manhattan","Manhattan",4.75,28.55,3.4,19.8,1,16.6374781085814
