"DOBorough","PUBorough","tip_amount","total_amount","trip_distance","PUMonth","fare_amount","payment_type","percent_tip"
"Brooklyn","Manhattan",3.75,22.65,2,"Dec",14.9,1,16.5562913907285
"Manhattan","Manhattan",4,29.9,3.08,"Feb",21.9,1,13.3779264214047
"Manhattan","Manhattan",2.8,16.8,1.12,"Jul",10,1,16.6666666666667
"Brooklyn","Brooklyn",0,26,5.4,"Sep",24.5,1,0
"Manhattan","Manhattan",1.96,11.76,0.68,"Apr",5.8,1,16.6666666666667
"Manhattan","Manhattan",3.5,21,1.79,"May",13.5,1,16.6666666666667
"Manhattan","Manhattan",0,16.1,2.63,"Oct",12.1,1,0
"Manhattan","Manhattan",2.16,12.96,0.86,"Dec",5.8,1,16.6666666666667
"Manhattan","Manhattan",3.5,17.5,1.09,"Feb",10,1,20
"Manhattan","Manhattan",2,16.4,0.8,"Oct",7.9,1,12.1951219512195
"Manhattan","Manhattan",2.52,19.32,1.59,"Oct",12.8,1,13.0434782608696
"Brooklyn","Queens",8.68,53.83,8.75,"Nov",35.9,1,16.1248374512354
"Manhattan","Manhattan",4.38,21.88,1.93,"Apr",13.5,1,20.018281535649
"Queens","Manhattan",20.14,100.69,17.8,"May",70,1,20.0019862945675
"Manhattan","Manhattan",2.24,13.44,0.59,"Apr",7.2,1,16.6666666666667
"Manhattan","Manhattan",2.6,15.8,1.6,"Apr",10.7,1,16.4556962025316
"Manhattan","Manhattan",3.14,18.84,1.36,"Mar",10.7,1,16.6666666666667
"Brooklyn","Manhattan",4.78,52.62,7.95,"Aug",35.9,1,9.08399847966553
"Manhattan","Manhattan",4.03,20.13,1.18,"Sep",12.1,1,20.019870839543
"Manhattan","Manhattan",4.3,25.7,1.5,"Jan",14.9,1,16.7315175097276
"Manhattan","Manhattan",3.4,20.5,1.8,"Sep",12.1,1,16.5853658536585
"Manhattan","Manhattan",2.65,15.95,0.6,"Jun",9.3,1,16.6144200626959
"Manhattan","Manhattan",3.22,19.32,2.12,"Oct",12.1,1,16.6666666666667
"Manhattan","Manhattan",4.2,25.2,2.17,"Feb",17,1,16.6666666666667
"Manhattan","Manhattan",0,12.6,1.21,"Jul",8.6,1,0
"Manhattan","Manhattan",2.9,17.6,1.2,"Jun",10.7,1,16.4772727272727
"Manhattan","Manhattan",6.86,41.16,5.8,"Oct",30.3,1,16.6666666666667
"Manhattan","Manhattan",1.78,13.68,1.09,"Jun",7.9,1,13.0116959064327
"Manhattan","Manhattan",2.2,13.4,0.6,"Dec",7.2,1,16.4179104477612
"Manhattan","Manhattan",2.16,12.96,0.45,"Mar",5.8,1,16.6666666666667
"Manhattan","Manhattan",4.7,28.2,1.97,"Jul",17,1,16.6666666666667
"Manhattan","Manhattan",4.06,24.36,2.72,"Apr",16.3,1,16.6666666666667
"Manhattan","Manhattan",2.6,15.6,0.7,"May",6.5,1,16.6666666666667
"Manhattan","Manhattan",0,12.6,0.97,"Jan",8.6,1,0
"Manhattan","Manhattan",3.14,18.84,1.72,"May",10.7,1,16.6666666666667
"Manhattan","Manhattan",5.74,34.44,5.29,"Nov",24.7,1,16.6666666666667
"Manhattan","Manhattan",2.22,13.32,1.05,"Jun",8.6,1,16.6666666666667
"Manhattan","Manhattan",7.28,36.38,3.7,"May",22.6,1,20.0109950522265
"Queens","Manhattan",14.8,88.8,18.6,"Mar",70,1,16.6666666666667
"Manhattan","Manhattan",3.5,21,1.78,"Nov",13.5,1,16.6666666666667
"Manhattan","Manhattan",6.22,37.32,5.24,"Mar",26.1,1,16.6666666666667
"Manhattan","Manhattan",4,43.58,5.05,"Oct",32.4,1,9.17852225791647
"Manhattan","Manhattan",3.5,21,1.95,"Aug",13.5,1,16.6666666666667
"Manhattan","Manhattan",3.14,18.84,1.24,"Feb",10.7,1,16.6666666666667
"Manhattan","Manhattan",2,20.9,2.59,"Jun",14.9,1,9.56937799043062
"Queens","Queens",6,37.75,6.84,"Jul",27.5,1,15.8940397350993
"Manhattan","Manhattan",3.58,21.48,2,"Nov",11.4,1,16.6666666666667
"Manhattan","Manhattan",2.15,12.95,0.7,"Jun",5.8,1,16.6023166023166
"Manhattan","Manhattan",3.22,16.12,0.87,"Dec",7.9,1,19.9751861042184
"Manhattan","Manhattan",1,13.6,1,"Dec",8.6,1,7.35294117647059
"Manhattan","Manhattan",4.83,20.93,2.42,"May",12.1,1,23.0769230769231
"Manhattan","Manhattan",5.7,28.5,2.6,"Jan",16.3,1,20
"Manhattan","Manhattan",3.78,16.38,1.38,"May",8.6,1,23.0769230769231
"Queens","Manhattan",14.8,88.8,17.3,"Dec",70,1,16.6666666666667
"Manhattan","Manhattan",0,9.7,1,"Jul",7.2,1,0
"Manhattan","Manhattan",0.1,17.6,2,"Feb",13.5,1,0.568181818181818
"Manhattan","Manhattan",2,15.3,1.66,"Aug",9.3,1,13.0718954248366
"Manhattan","Manhattan",5,22.9,0.9,"Jan",11.4,1,21.8340611353712
"Manhattan","Manhattan",2.88,17.28,1.1,"Jun",7.9,1,16.6666666666667
"Manhattan","Manhattan",4.2,25.2,1.77,"May",17,1,16.6666666666667
"Manhattan","Manhattan",3.15,34.65,4.2,"Nov",27.5,1,9.09090909090909
"Manhattan","Manhattan",4.56,27.36,2.53,"Jul",16.3,1,16.6666666666667
"Manhattan","Manhattan",5.08,25.38,3.07,"Jan",16.3,1,20.0157604412924
"Manhattan","Manhattan",3.5,21,1.73,"Oct",13.5,1,16.6666666666667
"Manhattan","Manhattan",3.23,16.13,0.93,"Feb",7.9,1,20.0247985120893
"Manhattan","Queens",11.2,67.19,9.76,"Dec",37.3,1,16.669147194523
"Manhattan","Manhattan",2.1,12.6,0.6,"Oct",6.5,1,16.6666666666667
"Manhattan","Manhattan",3,23.6,3.13,"Dec",15.6,1,12.7118644067797
"Manhattan","Manhattan",6.72,40.32,2.93,"Nov",29.6,1,16.6666666666667
"Manhattan","Queens",6.27,68.97,9.72,"Apr",42.9,1,9.09090909090909
"Brooklyn","Queens",11.55,59.5,8.57,"Dec",38.7,1,19.4117647058824
"Manhattan","Manhattan",4.85,24.15,1.1,"Mar",12.8,1,20.0828157349896
"Manhattan","Manhattan",2.58,15.48,1.58,"Mar",7.9,1,16.6666666666667
"Manhattan","Manhattan",2.52,15.12,1.24,"Feb",8.6,1,16.6666666666667
"Manhattan","Manhattan",1,16.8,1.78,"Jun",9.3,1,5.95238095238095
"Manhattan","Manhattan",3,25.7,2.92,"Feb",17.7,1,11.6731517509728
"Manhattan","Manhattan",3.36,20.16,1.52,"Nov",12.8,1,16.6666666666667
"Manhattan","Manhattan",2.8,14,0.9,"Aug",7.2,1,20
"Manhattan","Queens",14.51,72.56,9.49,"Apr",45,1,19.997243660419
"Manhattan","Manhattan",4.06,24.36,0.78,"May",16.3,1,16.6666666666667
"Manhattan","Manhattan",2.95,14.85,1,"Jun",7.9,1,19.8653198653199
"Manhattan","Manhattan",2.24,13.44,0.82,"Nov",7.2,1,16.6666666666667
"Manhattan","Manhattan",2.5,15.1,0.9,"May",8.6,1,16.5562913907285
"Manhattan","Queens",12.19,74.88,10.29,"Aug",45,1,16.2793803418803
"Manhattan","Manhattan",2.8,14,0.74,"May",7.2,1,20
"Manhattan","Queens",14.15,84.85,11.3,"May",53.4,1,16.6764879198586
"Manhattan","Queens",8.37,64.17,9.3,"Feb",38,1,13.0434782608696
"Manhattan","Manhattan",4.96,29.76,3.2,"Jul",19.8,1,16.6666666666667
"Manhattan","Manhattan",1,17.4,1.98,"Feb",11.4,1,5.74712643678161
"Manhattan","Manhattan",4.55,27.35,1.8,"Oct",16.3,1,16.636197440585
"Manhattan","Manhattan",3.67,18.37,1.7,"Sep",10.7,1,19.9782253674469
"Manhattan","Manhattan",2,14.3,0.6,"Mar",5.8,1,13.986013986014
"Manhattan","Manhattan",2.35,14.25,0.7,"May",7.9,1,16.4912280701754
"Manhattan","Queens",12.22,73.32,9.96,"Feb",44.3,1,16.6666666666667
"Manhattan","Manhattan",7.98,47.88,3.7,"Aug",35.9,1,16.6666666666667
"Manhattan","Manhattan",5.25,26.25,3.49,"Feb",17,1,20
"Manhattan","Manhattan",4.76,28.56,1.87,"Oct",19.8,1,16.6666666666667
"Manhattan","Manhattan",2,14.9,1.3,"May",7.9,1,13.4228187919463
"Manhattan","Manhattan",3,18,1,"May",10,1,16.6666666666667
"Manhattan","Manhattan",2.7,16.3,1.5,"Feb",8.6,1,16.5644171779141
"Manhattan","Manhattan",4.2,25.2,2.2,"May",17,1,16.6666666666667
"Manhattan","Manhattan",3,49.2,2.32,"Oct",42.2,1,6.09756097560976
"Queens","Queens",6.84,42.79,7.57,"Dec",31.7,1,15.9850432344006
"Manhattan","Manhattan",2.35,11.75,0.39,"Oct",4.4,1,20
"Queens","Manhattan",11.25,67.6,10.2,"Apr",40.8,1,16.6420118343195
"Manhattan","Manhattan",3.36,20.16,1.43,"Apr",12.8,1,16.6666666666667
"Manhattan","Manhattan",2.1,12.6,0.6,"Mar",6.5,1,16.6666666666667
"Manhattan","Manhattan",1.1,13,0.9,"Dec",7.9,1,8.46153846153846
"Manhattan","Manhattan",2,22.7,2.69,"Dec",14.2,1,8.81057268722467
"Manhattan","Manhattan",2.4,14.3,0.8,"Sep",7.9,1,16.7832167832168
"Manhattan","Manhattan",2.65,17.35,1.07,"Mar",10.7,1,15.2737752161383
"Manhattan","Manhattan",3,26.8,2.67,"Sep",19.8,1,11.1940298507463
"Manhattan","Manhattan",3.7,22.2,1.9,"Feb",13.5,1,16.6666666666667
"Queens","Manhattan",12.08,92.63,17.98,"Apr",70,1,13.0411313829213
"Queens","Manhattan",19.5,97.55,17.6,"Jun",70,1,19.9897488467453
"Manhattan","Manhattan",5.85,29.35,2.8,"May",17,1,19.9318568994889
"Manhattan","Manhattan",1.47,16.17,0.8,"Sep",10.7,1,9.09090909090909
"Manhattan","Manhattan",3.08,18.48,1.66,"Nov",11.4,1,16.6666666666667
"Manhattan","Manhattan",3,18,1.32,"Jun",10,1,16.6666666666667
"Brooklyn","Manhattan",1,68.44,13.1,"Dec",55.5,1,1.46113383985973
"Manhattan","Manhattan",1.11,12.31,0.7,"Aug",7.2,1,9.01705930138099
"Manhattan","Manhattan",3.05,15.25,1.19,"Jan",7.2,1,20
"Manhattan","Manhattan",1,16.8,1.1,"Jul",9.3,1,5.95238095238095
"Manhattan","Manhattan",1.95,11.75,0.4,"Jun",5.8,1,16.5957446808511
"Manhattan","Manhattan",3.44,20.64,1.1,"Apr",10.7,1,16.6666666666667
"Manhattan","Manhattan",3.02,19.82,1.99,"Feb",12.8,1,15.2371342078708
"Manhattan","Manhattan",1.71,18.81,2.32,"Apr",12.1,1,9.09090909090909
"Manhattan","Manhattan",4.28,21.38,2.38,"Feb",12.1,1,20.0187090739008
"Manhattan","Manhattan",3.9,23.5,2.4,"Apr",15.6,1,16.5957446808511
"Manhattan","Manhattan",3.95,23.85,2.5,"Jun",14.9,1,16.5618448637317
"Manhattan","Manhattan",5.68,34.08,2.74,"Aug",21.9,1,16.6666666666667
"Manhattan","Manhattan",2,14.3,0.6,"Apr",5.8,1,13.986013986014
"Manhattan","Manhattan",5.82,34.92,1.96,"Oct",22.6,1,16.6666666666667
"Manhattan","Manhattan",7.42,44.52,3.33,"Sep",33.1,1,16.6666666666667
"Manhattan","Manhattan",2.02,13.22,0.97,"Mar",7.2,1,15.2798789712557
"Manhattan","Manhattan",5.8,34.8,4.65,"Mar",24,1,16.6666666666667
"Manhattan","Manhattan",3.9,23.5,2.3,"Jul",15.6,1,16.5957446808511
"Manhattan","Manhattan",2,16,0.9,"Apr",10,1,12.5
"Queens","Queens",10.56,65.11,11.47,"Apr",51.3,1,16.2187068038704
"Manhattan","Manhattan",19.5,117,0,"Sep",94,1,16.6666666666667
"Queens","Queens",5.49,32.94,5.79,"Jan",24.7,1,16.6666666666667
"Manhattan","Manhattan",4.25,25.65,2.3,"Aug",14.9,1,16.5692007797271
"Manhattan","Manhattan",2.3,13.8,0.64,"Oct",6.5,1,16.6666666666667
"Manhattan","Manhattan",5.74,34.44,3.87,"Sep",24.7,1,16.6666666666667
"Manhattan","Manhattan",3.78,22.68,2.29,"Mar",14.9,1,16.6666666666667
"Manhattan","Manhattan",5.6,33.6,3.11,"Aug",24,1,16.6666666666667
"Manhattan","Manhattan",4,42.2,5.5,"Sep",31.7,1,9.47867298578199
"Manhattan","Manhattan",5.32,31.92,2.93,"Jan",22.6,1,16.6666666666667
"Manhattan","Manhattan",2.56,19.66,1.95,"Mar",12.1,1,13.0213631739573
"Manhattan","Manhattan",2,21.3,2.08,"Aug",12.8,1,9.38967136150235
"Manhattan","Manhattan",2.44,14.64,0.8,"Aug",7.2,1,16.6666666666667
"Manhattan","Manhattan",3.22,19.32,0.71,"Sep",12.1,1,16.6666666666667
"Manhattan","Manhattan",4.7,28.2,1.5,"Sep",17,1,16.6666666666667
"Manhattan","Manhattan",1.95,11.75,0.5,"Mar",5.8,1,16.5957446808511
"Manhattan","Manhattan",2.55,15.45,1,"Jul",7.9,1,16.504854368932
"Manhattan","Manhattan",2.16,12.96,0.68,"Sep",5.8,1,16.6666666666667
"Manhattan","Manhattan",5.32,31.92,3.85,"Jul",22.6,1,16.6666666666667
"Manhattan","Manhattan",3.14,18.84,2.07,"Sep",10.7,1,16.6666666666667
"Manhattan","Manhattan",1.5,12.4,0.42,"Jul",4.4,1,12.0967741935484
"Manhattan","Manhattan",5,37.9,5.12,"Dec",28.9,1,13.1926121372032
"Manhattan","Manhattan",1.26,13.86,1.14,"Sep",8.6,1,9.09090909090909
"Manhattan","Manhattan",2.7,16.4,0.9,"Apr",7.2,1,16.4634146341463
"Manhattan","Manhattan",1.5,14.5,0.54,"Feb",6.5,1,10.3448275862069
"Manhattan","Manhattan",3.64,21.84,2.31,"Apr",14.2,1,16.6666666666667
"Manhattan","Manhattan",2,14.6,0.96,"Jun",8.6,1,13.6986301369863
"Manhattan","Manhattan",1,13.2,0.75,"Apr",7.2,1,7.57575757575758
"Brooklyn","Manhattan",8.3,49.9,8.2,"Jan",36.6,1,16.6332665330661
"Manhattan","Queens",14.65,73.44,10.7,"Aug",43.6,1,19.94825708061
"Manhattan","Manhattan",3.03,15.23,0.6,"Jun",7.2,1,19.8949441891005
"Brooklyn","Manhattan",7.75,46.49,5.85,"Sep",26.8,1,16.6702516670252
"Queens","Manhattan",6.02,36.12,5.7,"Jan",26.1,1,16.6666666666667
"Manhattan","Manhattan",1.47,16.17,1.46,"Jan",10.7,1,9.09090909090909
"Manhattan","Manhattan",4.47,22.37,0.64,"May",11.4,1,19.9821189092535
"Manhattan","Manhattan",4.98,29.88,2.87,"May",18.4,1,16.6666666666667
"Manhattan","Manhattan",2.7,13.5,0.55,"Nov",5.8,1,20
"Manhattan","Manhattan",3,17.7,1.65,"Jul",10.7,1,16.9491525423729
"Manhattan","Manhattan",3.35,20.15,2.2,"Mar",12.8,1,16.6253101736973
"Manhattan","Manhattan",2.86,17.16,1.3,"May",9.3,1,16.6666666666667
"Unknown","Unknown",3.36,20.16,1.58,"Jun",12.8,1,16.6666666666667
"Manhattan","Manhattan",1.96,11.76,0.69,"Sep",5.8,1,16.6666666666667
"Manhattan","Manhattan",2.59,28.49,1.85,"Mar",21.9,1,9.09090909090909
"Manhattan","Manhattan",1,16.1,0.7,"Jun",8.6,1,6.2111801242236
"Manhattan","Manhattan",2,13.2,0.8,"Feb",7.2,1,15.1515151515152
"Manhattan","Manhattan",3.22,19.32,2.21,"Jan",12.1,1,16.6666666666667
"Manhattan","Manhattan",3,16.6,1.5,"Jan",8.6,1,18.0722891566265
"Manhattan","Manhattan",5.37,23.27,2,"Nov",11.4,1,23.0769230769231
"Manhattan","Manhattan",5,40,4.7,"Jan",31,1,12.5
"Manhattan","Manhattan",4.98,29.88,2,"Mar",18.4,1,16.6666666666667
"Manhattan","Manhattan",2,24.7,3.1,"Dec",17.7,1,8.09716599190283
"Manhattan","Queens",10.77,66.37,9.35,"Jul",37.3,1,16.2272110893476
"Manhattan","Manhattan",4.3,26,2.2,"Feb",17.7,1,16.5384615384615
"Manhattan","Manhattan",2,18.4,1.79,"May",11.4,1,10.8695652173913
"Manhattan","Manhattan",5.96,35.76,3.33,"Jun",23.3,1,16.6666666666667
"Manhattan","Manhattan",2.72,16.32,1.59,"Sep",8.6,1,16.6666666666667
"Manhattan","Manhattan",3,16.3,1.34,"Aug",9.3,1,18.4049079754601
"Manhattan","Manhattan",4.4,26.4,2.98,"Jul",17,1,16.6666666666667
"Manhattan","Manhattan",3.67,18.37,1.36,"Apr",10.7,1,19.9782253674469
"Manhattan","Manhattan",8.65,43.25,4.93,"Jul",29.6,1,20
"Manhattan","Manhattan",2.84,21.74,2.33,"Feb",14.9,1,13.0634774609016
"Manhattan","Manhattan",1.26,13.86,1.13,"Sep",8.6,1,9.09090909090909
"Manhattan","Manhattan",2.15,12.95,0.5,"Sep",5.8,1,16.6023166023166
"Manhattan","Manhattan",8.32,49.92,8.72,"Feb",36.6,1,16.6666666666667
"Brooklyn","Queens",13.28,80.93,16.16,"Mar",63.9,1,16.4092425552947
"Manhattan","Manhattan",3.35,20.15,1.5,"Jan",12.8,1,16.6253101736973
"Manhattan","Manhattan",5.42,27.12,3.09,"Jun",17.7,1,19.9852507374631
"Manhattan","Queens",5.8,85.6,19.47,"Jul",70,1,6.77570093457944
"Manhattan","Manhattan",2.38,14.28,1.02,"May",7.9,1,16.6666666666667
"Manhattan","Manhattan",3,25.7,3.74,"Aug",17.7,1,11.6731517509728
"Manhattan","Manhattan",5,30.9,3,"Oct",21.9,1,16.1812297734628
"Manhattan","Manhattan",4.14,24.84,1.65,"Feb",14.2,1,16.6666666666667
"Manhattan","Manhattan",2.58,15.48,0.89,"Dec",7.9,1,16.6666666666667
"Manhattan","Manhattan",8.75,43.75,5.15,"Mar",31,1,20
"Manhattan","Queens",12.33,75.72,9.07,"Nov",45.7,1,16.283676703645
"Manhattan","Manhattan",3.35,20.15,1.6,"Sep",12.8,1,16.6253101736973
"Manhattan","Manhattan",2.3,13.8,0.72,"Aug",6.5,1,16.6666666666667
"Manhattan","Manhattan",3.78,16.38,1.03,"Jan",8.6,1,23.0769230769231
"Manhattan","Manhattan",2.86,17.16,1.5,"Jun",9.3,1,16.6666666666667
"Manhattan","Manhattan",12.81,55.51,5.41,"Apr",38.7,1,23.0769230769231
"Queens","Manhattan",14.85,74.39,10.4,"Dec",43.6,1,19.9623605323296
"Manhattan","Manhattan",2.3,13.8,0.86,"Mar",6.5,1,16.6666666666667
"Manhattan","Queens",5,61.9,8.8,"Mar",40.1,1,8.07754442649435
"Manhattan","Manhattan",7.5,45,5.85,"Apr",31,1,16.6666666666667
"Manhattan","Manhattan",3,17,1.48,"Mar",10,1,17.6470588235294
"Manhattan","Manhattan",0,10.5,0.8,"Jul",6.5,1,0
"Manhattan","Manhattan",4.4,26.4,2,"Dec",17,1,16.6666666666667
"Manhattan","Manhattan",4.42,26.52,1.76,"Jun",15.6,1,16.6666666666667
"Manhattan","Manhattan",4.55,22.75,2.44,"Feb",14.2,1,20
"Manhattan","Manhattan",3.56,21.36,2.02,"Nov",12.8,1,16.6666666666667
"Manhattan","Manhattan",6.55,32.75,4.44,"Oct",21.2,1,20
"Queens","Manhattan",11.6,69.75,9.5,"Apr",40.1,1,16.6308243727599
"Manhattan","Manhattan",3.08,18.48,1.8,"May",11.4,1,16.6666666666667
"Manhattan","Manhattan",4.76,28.56,2.09,"Dec",19.8,1,16.6666666666667
"Manhattan","Queens",14.65,87.84,10.5,"Dec",55.5,1,16.6780510018215
"Manhattan","Manhattan",10.05,43.65,4.6,"Sep",29.6,1,23.0240549828179
"Manhattan","Manhattan",6,34,4.2,"Jun",24,1,17.6470588235294
"Manhattan","Manhattan",2.1,12.6,0.6,"Dec",6.5,1,16.6666666666667
"Manhattan","Manhattan",2.8,16.8,1.1,"Sep",10,1,16.6666666666667
"Manhattan","Manhattan",3.84,23.04,2.36,"Sep",14.2,1,16.6666666666667
"Manhattan","Manhattan",1,15,1.75,"Nov",10,1,6.66666666666667
"Manhattan","Manhattan",2.35,14.25,1.2,"Jan",7.9,1,16.4912280701754
"Manhattan","Manhattan",4.8,28.9,4,"Apr",19.1,1,16.6089965397924
"Manhattan","Manhattan",8.6,51.6,7.55,"Jun",38,1,16.6666666666667
"Manhattan","Manhattan",3.44,20.64,1.6,"Dec",10.7,1,16.6666666666667
"Manhattan","Manhattan",3.68,18.38,1.79,"Sep",10.7,1,20.0217627856366
"Manhattan","Manhattan",3.46,22.66,2.44,"Jun",14.2,1,15.2691968225949
"Manhattan","Manhattan",1.37,15.07,0.87,"Jan",7.2,1,9.09090909090909
"Manhattan","Manhattan",0.8,12.3,0.91,"Apr",6.5,1,6.5040650406504
"Manhattan","Manhattan",4.06,24.36,1.27,"Jan",16.3,1,16.6666666666667
"Manhattan","Manhattan",2.8,16.8,0.66,"May",10,1,16.6666666666667
"Queens","Manhattan",9.56,80,10.67,"Dec",52,1,11.95
"Manhattan","Manhattan",5.88,35.28,4.23,"Jan",25.4,1,16.6666666666667
"Manhattan","Manhattan",0.1,12,0.65,"Sep",7.9,1,0.833333333333333
"Manhattan","Manhattan",2.6,15.6,0.9,"Dec",6.5,1,16.6666666666667
"Manhattan","Manhattan",4.45,26.85,2.4,"Jun",18.4,1,16.5735567970205
"Manhattan","Manhattan",2.1,12.6,0.45,"Jun",6.5,1,16.6666666666667
"Manhattan","Manhattan",3.64,21.84,1.87,"Jan",14.2,1,16.6666666666667
"Queens","Manhattan",5,66.25,10,"Jul",45.7,1,7.54716981132075
"Manhattan","Manhattan",3.99,30.59,2.8,"Apr",22.6,1,13.0434782608696
"Manhattan","Manhattan",3.05,18.45,1.4,"Jun",11.4,1,16.5311653116531
"Manhattan","Manhattan",6.16,36.96,3.12,"Jun",26.8,1,16.6666666666667
"Manhattan","Manhattan",7.05,30.55,1.3,"Jan",17,1,23.0769230769231
"Manhattan","Manhattan",2,13.5,0.94,"Dec",6.5,1,14.8148148148148
"Manhattan","Queens",16.11,96.66,18.05,"May",70,1,16.6666666666667
"Manhattan","Manhattan",4.99,38.29,3.07,"May",26.8,1,13.0321232697832
"Manhattan","Manhattan",3.78,22.68,2.1,"Jan",14.9,1,16.6666666666667
"Manhattan","Manhattan",1.3,30,5.6,"Jan",24.7,1,4.33333333333333
"Manhattan","Manhattan",3.4,20.5,2.2,"Jan",12.1,1,16.5853658536585
"Manhattan","Manhattan",5.25,26.25,2.66,"Mar",17,1,20
"Manhattan","Queens",16.45,98.75,18.1,"Jun",70,1,16.6582278481013
"Manhattan","Manhattan",1.01,11.11,0.44,"Sep",5.1,1,9.09090909090909
"Manhattan","Manhattan",7,35,4.22,"Jun",24,1,20
"Manhattan","Manhattan",5,14.1,0.3,"May",5.1,1,35.4609929078014
"Manhattan","Manhattan",4,24,2.05,"Jun",13.5,1,16.6666666666667
"Manhattan","Manhattan",3.14,18.84,1.83,"Mar",10.7,1,16.6666666666667
"Manhattan","Queens",16.46,98.76,18.72,"Jun",70,1,16.6666666666667
"Manhattan","Manhattan",3,25.7,2.95,"Oct",17.7,1,11.6731517509728
"Manhattan","Manhattan",3.92,23.52,1.48,"Mar",15.6,1,16.6666666666667
"Manhattan","Manhattan",3.64,21.84,1.36,"Dec",14.2,1,16.6666666666667
"Manhattan","Manhattan",9.72,48.62,3.81,"Sep",32.4,1,19.9917729329494
"Manhattan","Manhattan",3.08,18.48,1.52,"Oct",11.4,1,16.6666666666667
"Manhattan","Manhattan",1.5,13.8,0.5,"Oct",5.8,1,10.8695652173913
"Queens","Manhattan",8.73,52.38,7.98,"Apr",33.1,1,16.6666666666667
"Manhattan","Manhattan",3,17.3,1.4,"Mar",9.3,1,17.3410404624277
"Manhattan","Manhattan",3.2,19.3,2.1,"Nov",12.1,1,16.580310880829
"Manhattan","Manhattan",2.8,16.8,0.9,"May",10,1,16.6666666666667
"Unknown","Unknown",0.98,10.78,0.64,"Jun",5.8,1,9.09090909090909
"Manhattan","Manhattan",3.58,21.48,1.36,"Mar",11.4,1,16.6666666666667
"Brooklyn","Brooklyn",0,9,0.5,"May",6.5,1,0
"Manhattan","Manhattan",2.02,12.12,0.26,"Jun",5.1,1,16.6666666666667
"Queens","Manhattan",20.14,100.69,16.18,"Mar",70,1,20.0019862945675
"Manhattan","Manhattan",0,21,2.34,"Sep",17,1,0
"Manhattan","Manhattan",0,8.7,0.7,"Feb",7.2,1,0
"Manhattan","Manhattan",8.61,37.31,2.67,"Dec",24.7,1,23.0769230769231
"Manhattan","Manhattan",6.51,28.21,2.13,"Jun",17.7,1,23.0769230769231
"Manhattan","Manhattan",4.8,24,2.12,"Aug",14.2,1,20
"Manhattan","Manhattan",4.06,24.36,2.09,"Oct",16.3,1,16.6666666666667
"Manhattan","Manhattan",3.99,17.29,0.75,"Jul",9.3,1,23.0769230769231
"Manhattan","Manhattan",3.69,15.99,0.76,"Nov",5.8,1,23.0769230769231
"Manhattan","Manhattan",14.22,85.32,9.64,"Mar",64.6,1,16.6666666666667
"Brooklyn","Manhattan",8.15,40.75,3.42,"Mar",26.1,1,20
"Manhattan","Manhattan",2.16,12.96,0.69,"Aug",5.8,1,16.6666666666667
"Manhattan","Manhattan",2,15.3,1.4,"Jun",9.3,1,13.0718954248366
"Manhattan","Manhattan",4.83,24.13,1.61,"Oct",12.8,1,20.016576875259
"Manhattan","Manhattan",6.02,36.12,4.41,"Mar",26.1,1,16.6666666666667
"Manhattan","Manhattan",3,23,1.5,"Dec",13.5,1,13.0434782608696
"Manhattan","Manhattan",1.5,22.5,3.11,"Aug",17,1,6.66666666666667
"Manhattan","Manhattan",3.99,17.29,0.86,"Sep",9.3,1,23.0769230769231
"Queens","Manhattan",5,69.2,9.5,"Feb",52.7,1,7.22543352601156
"Manhattan","Manhattan",1.33,27.93,4.2,"Nov",22.6,1,4.76190476190476
"Manhattan","Queens",13.1,65.6,8.4,"Jul",35.2,1,19.969512195122
"Manhattan","Manhattan",4.42,26.52,2.45,"Aug",15.6,1,16.6666666666667
"Manhattan","Manhattan",6.66,39.96,4.05,"Apr",26.8,1,16.6666666666667
"Manhattan","Manhattan",2.3,13.8,0.8,"Aug",6.5,1,16.6666666666667
"Manhattan","Manhattan",7.64,45.84,7.57,"May",31.7,1,16.6666666666667
"Manhattan","Manhattan",3.3,19.8,1.24,"Mar",10,1,16.6666666666667
"Manhattan","Manhattan",1,12.2,0.7,"Jun",7.2,1,8.19672131147541
"Manhattan","Manhattan",3.08,18.48,1.53,"Oct",11.4,1,16.6666666666667
"Manhattan","Manhattan",0,15,1.2,"Jul",10,1,0
"Manhattan","Manhattan",3.86,23.16,1.94,"Jun",12.8,1,16.6666666666667
"Manhattan","Manhattan",3.28,19.68,1.9,"Dec",11.4,1,16.6666666666667
"Manhattan","Manhattan",2,19.2,1.67,"Jan",10.7,1,10.4166666666667
"Manhattan","Manhattan",3.16,18.96,1.2,"Mar",9.3,1,16.6666666666667
"Manhattan","Manhattan",3.8,23,2.5,"Mar",14.2,1,16.5217391304348
"EWR","EWR",5,106,0,"Dec",100,1,4.71698113207547
"Manhattan","Manhattan",2.38,14.28,0.59,"Apr",7.9,1,16.6666666666667
"Manhattan","Manhattan",2.52,15.12,1.32,"May",8.6,1,16.6666666666667
"Manhattan","Manhattan",4,16.9,0.6,"Nov",7.9,1,23.6686390532544
"Manhattan","Manhattan",3,42.9,5.5,"Oct",35.9,1,6.99300699300699
"Manhattan","Manhattan",3.9,23.5,2,"Jan",15.6,1,16.5957446808511
"Manhattan","Manhattan",3.16,18.96,0.97,"Apr",9.3,1,16.6666666666667
"Manhattan","Manhattan",1,10.8,0.5,"Sep",5.8,1,9.25925925925926
