"DOBorough","PUBorough","tip_amount","total_amount","trip_distance","PUMonth","fare_amount","payment_type","percent_tip"
"Manhattan","Manhattan",2.06,22.66,2.52,"Apr",15.6,1,9.09090909090909
"Brooklyn","Manhattan",5,38.9,5.7,"Apr",28.9,1,12.853470437018
"Queens","Manhattan",16.19,97.13,17.36,"Sep",70,1,16.6683825800474
"Manhattan","Manhattan",6.64,39.84,4.73,"May",28.2,1,16.6666666666667
"Manhattan","Manhattan",3.84,23.04,1.54,"Mar",14.2,1,16.6666666666667
"Manhattan","Manhattan",2.14,16.44,1.65,"Feb",9.3,1,13.0170316301703
"Manhattan","Manhattan",2.66,15.96,0.74,"Nov",9.3,1,16.6666666666667
"Manhattan","Manhattan",6.51,28.21,2.97,"Oct",17.7,1,23.0769230769231
"Manhattan","Manhattan",9.03,39.13,3.85,"Feb",26.1,1,23.0769230769231
"Manhattan","Manhattan",1.5,23.5,2.56,"May",17,1,6.38297872340426
"Manhattan","Manhattan",2.75,13.95,0.8,"Dec",7.2,1,19.7132616487455
"Manhattan","Manhattan",2.6,15.6,0.5,"Jan",6.5,1,16.6666666666667
"Manhattan","Manhattan",2.08,18.18,1.64,"May",12.1,1,11.4411441144114
"Manhattan","Manhattan",4.05,31.05,3.82,"Feb",20.5,1,13.0434782608696
"Manhattan","Manhattan",3.46,26.56,2.55,"Sep",19.1,1,13.0271084337349
"Manhattan","Manhattan",2.98,14.88,1,"Oct",7.9,1,20.0268817204301
"Manhattan","Manhattan",3.36,20.16,1.46,"Apr",12.8,1,16.6666666666667
"Manhattan","Manhattan",4.2,25.2,2.56,"Sep",17,1,16.6666666666667
"Brooklyn","Queens",5,65.05,12.62,"Feb",51.3,1,7.68639508070715
"Manhattan","Manhattan",1.2,17,0.8,"Jul",9.3,1,7.05882352941176
"Manhattan","Manhattan",0,29.4,4.1,"Jan",25.4,1,0
"Manhattan","Manhattan",4.83,24.13,1.62,"Nov",12.8,1,20.016576875259
"Manhattan","Manhattan",5.82,34.92,2.14,"Jul",22.6,1,16.6666666666667
"Queens","Manhattan",17.51,106.8,17.92,"Oct",71.6,1,16.3951310861423
"Manhattan","Manhattan",2.16,12.96,0.8,"Feb",5.8,1,16.6666666666667
"Manhattan","Manhattan",3.08,18.48,1.38,"Oct",11.4,1,16.6666666666667
"Manhattan","Manhattan",10.28,61.68,11.29,"Mar",46.4,1,16.6666666666667
"Manhattan","Manhattan",3.56,21.36,2.19,"Apr",12.8,1,16.6666666666667
"Manhattan","Queens",8.56,53.11,7.12,"May",33.8,1,16.1174919977405
"Manhattan","Manhattan",3.72,22.32,1.54,"Sep",12.1,1,16.6666666666667
"Manhattan","Manhattan",2.86,17.16,1.59,"Jul",9.3,1,16.6666666666667
"Manhattan","Manhattan",1,17.1,1.6,"Feb",12.1,1,5.84795321637427
"Manhattan","Manhattan",0,13.6,0.6,"Sep",8.6,1,0
"Manhattan","Manhattan",6.5,39,5.47,"Feb",27.5,1,16.6666666666667
"Manhattan","Manhattan",2,24.8,2.83,"Sep",16.3,1,8.06451612903226
"Manhattan","Manhattan",3.98,23.88,1.99,"Nov",14.9,1,16.6666666666667
"Unknown","Manhattan",3,31.7,2.8,"Sep",24.7,1,9.46372239747634
"Manhattan","Manhattan",4.53,19.63,0.98,"Oct",8.6,1,23.0769230769231
"Manhattan","Manhattan",3.4,20.6,1.2,"Nov",10.7,1,16.504854368932
"Unknown","Unknown",1,12.2,0.79,"May",7.2,1,8.19672131147541
"Manhattan","Manhattan",1,14.7,1,"Mar",7.2,1,6.80272108843537
"Manhattan","Manhattan",5.18,31.08,3.6,"Jan",21.9,1,16.6666666666667
"Manhattan","Queens",7,53.7,7.91,"Feb",32.4,1,13.0353817504656
"Manhattan","Manhattan",4.2,21,1.62,"Sep",12.8,1,20
"Brooklyn","Manhattan",0,62.55,17.1,"Jul",54.5,1,0
"Unknown","Manhattan",4.45,26.85,1.6,"Oct",18.4,1,16.5735567970205
"Manhattan","Manhattan",7.98,47.88,7.76,"Apr",35.9,1,16.6666666666667
"Manhattan","Manhattan",1,14.6,1.07,"Nov",8.6,1,6.84931506849315
"Unknown","Unknown",2.95,14.75,1.4,"Apr",9.3,1,20
"Queens","Manhattan",16.1,96.65,16.1,"Jul",70,1,16.6580444904294
"Manhattan","Manhattan",3,14.2,0.71,"Aug",7.2,1,21.1267605633803
"Manhattan","Manhattan",4.68,28.08,2.09,"Apr",18.4,1,16.6666666666667
"Manhattan","Manhattan",3.58,21.48,1.67,"Oct",11.4,1,16.6666666666667
"Manhattan","Manhattan",2,17.4,1.4,"Aug",11.4,1,11.4942528735632
"Manhattan","Manhattan",0,19.6,2.22,"May",15.6,1,0
"Manhattan","Manhattan",0.5,12.4,1.1,"Jan",7.9,1,4.03225806451613
"Manhattan","Manhattan",2,15.3,0.8,"Jan",9.3,1,13.0718954248366
"Queens","Manhattan",11.8,70.94,10.7,"Sep",42.2,1,16.6337750211446
"Manhattan","Manhattan",3.86,23.16,1.65,"Mar",12.8,1,16.6666666666667
"Manhattan","Manhattan",1.58,12.08,0.89,"May",6.5,1,13.0794701986755
"Manhattan","Manhattan",2.58,15.48,0.91,"Dec",7.9,1,16.6666666666667
"Manhattan","Manhattan",1.68,10.08,0.3,"May",4.4,1,16.6666666666667
"Manhattan","Manhattan",2.3,13.8,0.72,"Mar",6.5,1,16.6666666666667
"Queens","Manhattan",1,85.94,18.47,"Sep",70,1,1.16360251338143
"Manhattan","Manhattan",3.95,23.85,2.4,"Aug",14.9,1,16.5618448637317
"Manhattan","Manhattan",1.5,25,2.6,"Mar",17,1,6
"Manhattan","Manhattan",4.2,25.2,2.1,"Feb",17,1,16.6666666666667
"Manhattan","Manhattan",4.95,29.75,3.6,"Mar",19.8,1,16.6386554621849
"Manhattan","Manhattan",7.95,47.85,2.6,"May",35.9,1,16.6144200626959
"Manhattan","Manhattan",2.44,14.64,0.78,"May",7.2,1,16.6666666666667
"Manhattan","Manhattan",4.96,29.76,3.09,"Feb",19.8,1,16.6666666666667
"Manhattan","Manhattan",3.4,26.1,3.57,"Jul",17.7,1,13.0268199233716
"Manhattan","Manhattan",7.36,44.16,5.37,"Feb",30.3,1,16.6666666666667
"Manhattan","Manhattan",3.36,20.16,1.83,"Nov",12.8,1,16.6666666666667
"Brooklyn","Queens",8.77,67.22,11.4,"Nov",49.2,1,13.0467122880095
"Manhattan","Manhattan",4.28,25.68,1.67,"Jan",14.9,1,16.6666666666667
"Manhattan","Manhattan",5.26,31.56,2.62,"Apr",19.8,1,16.6666666666667
"Manhattan","Manhattan",2.8,16.8,1.66,"Mar",10,1,16.6666666666667
"Manhattan","Manhattan",2.16,12.96,0.62,"Nov",5.8,1,16.6666666666667
"Manhattan","Manhattan",2.46,14.76,0.61,"Jun",5.8,1,16.6666666666667
"Unknown","Unknown",3.78,22.68,1.95,"Aug",14.9,1,16.6666666666667
"Queens","Manhattan",13.9,69.55,10.2,"Mar",40.1,1,19.9856218547807
"Brooklyn","Bronx",0,56.55,14.1,"Mar",48.5,1,0
"Manhattan","Manhattan",2.74,16.44,0.78,"Apr",7.2,1,16.6666666666667
"Manhattan","Manhattan",0.84,17.64,2.36,"Sep",12.8,1,4.76190476190476
"Manhattan","Manhattan",5.6,33.6,3.09,"Jun",24,1,16.6666666666667
"Manhattan","Manhattan",5.32,31.92,2.41,"May",22.6,1,16.6666666666667
"Manhattan","Manhattan",2,27.9,2.75,"May",21.9,1,7.16845878136201
"Manhattan","Manhattan",2.94,17.64,0.95,"Dec",10.7,1,16.6666666666667
"Manhattan","Manhattan",3,34.1,5.16,"Apr",26.1,1,8.79765395894428
"Brooklyn","Manhattan",6.08,36.48,5.46,"Dec",25.4,1,16.6666666666667
"Manhattan","Manhattan",3.56,21.36,2.1,"Aug",12.8,1,16.6666666666667
"Manhattan","Manhattan",5,20.8,1.09,"Jan",9.3,1,24.0384615384615
"Manhattan","Queens",10,92.69,16.76,"Oct",70,1,10.7886503398425
"Manhattan","Manhattan",5.04,30.24,3.43,"Apr",21.2,1,16.6666666666667
"Manhattan","Manhattan",6.08,36.48,4.21,"Feb",25.4,1,16.6666666666667
"Manhattan","Brooklyn",5,79,5.7,"Oct",70,1,6.32911392405063
"Manhattan","Manhattan",3.64,21.84,1.87,"Oct",14.2,1,16.6666666666667
"Manhattan","Manhattan",4.25,25.55,3.1,"Jul",16.3,1,16.6340508806262
"Manhattan","Manhattan",1,15,1.36,"Dec",10,1,6.66666666666667
"Manhattan","Manhattan",1.96,21.56,1.33,"Dec",15.6,1,9.09090909090909
"Manhattan","Manhattan",1.36,14.96,0.93,"Mar",8.6,1,9.09090909090909
"Manhattan","Manhattan",2.46,14.76,0.42,"Dec",5.8,1,16.6666666666667
"Manhattan","Manhattan",5.94,35.64,4.55,"Jul",24.7,1,16.6666666666667
"Manhattan","Manhattan",5.18,31.08,1.65,"Jul",21.9,1,16.6666666666667
"Manhattan","Manhattan",3.05,18.45,1.5,"Oct",11.4,1,16.5311653116531
"Manhattan","Manhattan",3.92,19.62,1.35,"Jul",10.7,1,19.9796126401631
"Manhattan","Queens",10,77.6,8.2,"May",47.8,1,12.8865979381443
"Manhattan","Manhattan",4.1,24.8,2.7,"Jan",14.2,1,16.5322580645161
"Manhattan","Manhattan",3,18,1.6,"Mar",10,1,16.6666666666667
"Manhattan","Manhattan",3.1,18.8,1.7,"Apr",10.7,1,16.4893617021277
"Manhattan","Manhattan",2.8,16.8,1.35,"Sep",10,1,16.6666666666667
"Manhattan","Manhattan",3.6,21.5,2.1,"Jan",11.4,1,16.7441860465116
"Manhattan","Queens",17.11,103.91,17.51,"Jan",70,1,16.4661726494081
"Manhattan","Manhattan",2,13.9,1.23,"May",7.9,1,14.3884892086331
"Manhattan","Manhattan",5.88,35.28,2.96,"Nov",25.4,1,16.6666666666667
"Manhattan","Manhattan",2.02,12.12,0.65,"Nov",5.1,1,16.6666666666667
"Manhattan","Manhattan",2.8,16.8,1.32,"Feb",10,1,16.6666666666667
"Brooklyn","Manhattan",5,45.9,6.35,"Feb",35.9,1,10.8932461873638
"Manhattan","Manhattan",3,26.8,2.9,"Aug",19.8,1,11.1940298507463
"Manhattan","Manhattan",2.74,16.44,0.74,"Dec",7.2,1,16.6666666666667
"Manhattan","Queens",13.67,83.76,9.9,"Dec",49.9,1,16.3204393505253
"Manhattan","Queens",10,90.5,13.1,"Jul",63.2,1,11.0497237569061
"Manhattan","Manhattan",2.8,14,0.8,"Apr",7.2,1,20
"Manhattan","Manhattan",3.22,19.32,1.29,"Jun",12.1,1,16.6666666666667
"Manhattan","Manhattan",3.5,21,2.69,"Oct",13.5,1,16.6666666666667
"Brooklyn","Manhattan",0,42.55,0,"Aug",34.5,1,0
"Manhattan","Manhattan",6.9,41.5,6.1,"Oct",29.6,1,16.6265060240964
"Manhattan","Manhattan",2.24,13.44,0.87,"Jan",7.2,1,16.6666666666667
"Manhattan","Queens",17.11,102.66,17.68,"May",70,1,16.6666666666667
"Manhattan","Manhattan",2.1,12.6,1.09,"Jul",6.5,1,16.6666666666667
"Manhattan","Manhattan",2.72,16.32,0.76,"Feb",8.6,1,16.6666666666667
"Manhattan","Manhattan",2.94,17.64,1.27,"May",10.7,1,16.6666666666667
"Manhattan","Manhattan",2,21.3,1,"Oct",12.8,1,9.38967136150235
"Manhattan","Manhattan",4.82,28.92,3.85,"Jul",19.1,1,16.6666666666667
"Unknown","Unknown",4.2,25.2,1.95,"Nov",17,1,16.6666666666667
"Manhattan","Queens",17.11,103.91,18.09,"Mar",70,1,16.4661726494081
"Manhattan","Manhattan",4.55,27.35,1.2,"Dec",16.3,1,16.636197440585
"Manhattan","Manhattan",2.8,16.8,1.25,"Mar",10,1,16.6666666666667
"Manhattan","Manhattan",0.2,13.5,1,"Sep",9.3,1,1.48148148148148
"Manhattan","Manhattan",2.58,15.48,0.93,"Aug",7.9,1,16.6666666666667
"Manhattan","Manhattan",3,18,0.91,"Sep",10,1,16.6666666666667
"Manhattan","Manhattan",7.14,42.84,6.79,"Apr",31.7,1,16.6666666666667
"Manhattan","Manhattan",3.72,22.32,1.47,"Jun",12.1,1,16.6666666666667
"Manhattan","Manhattan",3,30.3,2.07,"Jun",23.3,1,9.9009900990099
"Manhattan","Manhattan",6.36,38.16,5.68,"Jun",26.8,1,16.6666666666667
"Queens","Queens",12.83,76.98,15.63,"Oct",58.3,1,16.6666666666667
"Manhattan","Manhattan",3.7,22.2,0.58,"Aug",13.5,1,16.6666666666667
"Manhattan","Manhattan",2.35,14.25,1.4,"Apr",7.9,1,16.4912280701754
"Manhattan","Manhattan",2.45,12.25,0.6,"Jun",5.8,1,20
"Manhattan","Queens",13.05,78.54,10.9,"Dec",47.8,1,16.6157372039725
"Manhattan","Manhattan",2,19.9,1.8,"Mar",11.4,1,10.0502512562814
"Manhattan","Manhattan",7.28,43.68,6.87,"Aug",32.4,1,16.6666666666667
"Manhattan","Manhattan",3.16,18.96,1.25,"Mar",9.3,1,16.6666666666667
"Manhattan","Manhattan",4.38,21.88,1.8,"Apr",13.5,1,20.018281535649
"Unknown","Unknown",3.04,33.44,4.51,"Nov",25.4,1,9.09090909090909
"Manhattan","Manhattan",1,21.3,1.84,"Feb",16.3,1,4.69483568075117
"Manhattan","Manhattan",4.9,24.5,1.77,"Dec",15.6,1,20
"Manhattan","Manhattan",5.46,32.76,2.79,"Oct",23.3,1,16.6666666666667
"Manhattan","Manhattan",3.7,22.2,2.7,"Feb",17,1,16.6666666666667
"Manhattan","Manhattan",2.55,15.45,1.2,"May",7.9,1,16.504854368932
"Manhattan","Manhattan",2.24,13.44,0.46,"Oct",7.2,1,16.6666666666667
"Manhattan","Manhattan",6.58,39.48,1.97,"Apr",28.9,1,16.6666666666667
"Manhattan","Queens",17.11,102.66,17.83,"Jun",70,1,16.6666666666667
"Manhattan","Manhattan",3.7,22.2,2.1,"Jun",13.5,1,16.6666666666667
"Manhattan","Manhattan",4,18.3,1.46,"Jan",9.3,1,21.8579234972678
"Manhattan","Manhattan",1,12.5,0.5,"Sep",6.5,1,8
"Manhattan","Manhattan",6.15,36.95,4.9,"Jan",26.8,1,16.6441136671177
"Manhattan","Manhattan",3.9,16.9,0.48,"Aug",6.5,1,23.0769230769231
"Manhattan","Manhattan",1.58,12.08,0.6,"Jan",6.5,1,13.0794701986755
"Manhattan","Manhattan",3.56,21.36,2.57,"Jul",12.8,1,16.6666666666667
"Manhattan","Queens",15.8,94.8,15.2,"Nov",70,1,16.6666666666667
"Manhattan","Manhattan",3.2,19.3,2,"Nov",12.1,1,16.580310880829
"Manhattan","Manhattan",3,18,1.42,"May",10,1,16.6666666666667
"Manhattan","Manhattan",2.7,16.3,1.2,"Nov",8.6,1,16.5644171779141
"Manhattan","Manhattan",2.9,17.6,1.2,"Oct",10.7,1,16.4772727272727
"Brooklyn","Manhattan",4.98,29.88,2.97,"Aug",18.4,1,16.6666666666667
"Manhattan","Manhattan",6.94,41.64,3.6,"Feb",28.2,1,16.6666666666667
"Manhattan","Manhattan",3.56,21.36,2.03,"Apr",12.8,1,16.6666666666667
"Manhattan","Manhattan",1.96,11.76,0.41,"Jun",5.8,1,16.6666666666667
"Manhattan","Manhattan",0,13.3,1.09,"Mar",9.3,1,0
"Manhattan","Manhattan",4.45,22.25,2.15,"Jun",12.8,1,20
"Manhattan","Manhattan",4.11,17.81,0.81,"Jan",7.2,1,23.0769230769231
"Manhattan","Manhattan",2,9,0.01,"Feb",3,1,22.2222222222222
"Manhattan","Manhattan",4.27,46.97,6.75,"Jun",38.7,1,9.09090909090909
"Manhattan","Manhattan",2.4,14.6,1.3,"Apr",7.2,1,16.4383561643836
"Manhattan","Manhattan",2.24,13.44,0.68,"Sep",7.2,1,16.6666666666667
"Manhattan","Manhattan",3.85,23.15,1,"Jul",12.8,1,16.6306695464363
"Manhattan","Manhattan",2.95,17.65,1.4,"May",10.7,1,16.71388101983
"Manhattan","Manhattan",3,12.1,0.5,"Oct",5.1,1,24.7933884297521
"Manhattan","Manhattan",5,33,5.4,"Apr",24,1,15.1515151515152
"Manhattan","Manhattan",3,22.2,2.18,"Jul",14.2,1,13.5135135135135
"Brooklyn","Brooklyn",0,22,2.5,"Dec",20.5,1,0
"Manhattan","Queens",14.44,73.44,10.16,"Mar",42.2,1,19.6623093681917
"Manhattan","Queens",15.4,92.4,14.89,"Jun",59.7,1,16.6666666666667
"Manhattan","Manhattan",0,25.2,3.3,"Feb",21.2,1,0
"Manhattan","Manhattan",1,11.5,0.55,"Oct",6.5,1,8.69565217391304
"Manhattan","Manhattan",4.55,22.75,1.56,"Apr",14.2,1,20
"Manhattan","Manhattan",3.87,16.77,0.95,"Mar",7.9,1,23.0769230769231
"Manhattan","Manhattan",2.72,16.32,1.06,"May",8.6,1,16.6666666666667
"Manhattan","Manhattan",3.7,22.2,1.84,"Oct",13.5,1,16.6666666666667
"Manhattan","Manhattan",2.8,16.8,1.13,"Dec",10,1,16.6666666666667
"Manhattan","Manhattan",0,13.3,0.94,"Jul",9.3,1,0
"Manhattan","Manhattan",4,23.9,3.1,"Oct",14.9,1,16.7364016736402
"Manhattan","Manhattan",5.52,33.12,3.91,"Nov",22.6,1,16.6666666666667
"Manhattan","Manhattan",3.95,23.85,3.5,"Jan",14.9,1,16.5618448637317
"Manhattan","Manhattan",3,20.8,2.03,"Mar",12.8,1,14.4230769230769
"Manhattan","Manhattan",2.5,15.1,1.3,"Mar",8.6,1,16.5562913907285
"Manhattan","Manhattan",3.64,21.84,2.49,"Aug",14.2,1,16.6666666666667
"Manhattan","Manhattan",1.82,20.02,1.05,"Jun",14.2,1,9.09090909090909
"Manhattan","Manhattan",2,15.3,1.6,"Feb",9.3,1,13.0718954248366
"Manhattan","Manhattan",3.92,23.52,3.22,"Dec",15.6,1,16.6666666666667
"Manhattan","Manhattan",2.74,16.44,0.84,"Jun",7.2,1,16.6666666666667
"Manhattan","Manhattan",5.95,29.75,2.64,"Feb",19.8,1,20
"Manhattan","Queens",13.73,84.12,11.3,"Aug",52.7,1,16.321921065145
"Manhattan","Manhattan",4.1,20.6,1.1,"May",10,1,19.9029126213592
"Manhattan","Queens",12,87.75,24.1,"Jun",70,1,13.6752136752137
"Manhattan","Manhattan",0.2,31,3.1,"May",26.8,1,0.645161290322581
"Manhattan","Manhattan",1,11.1,0.51,"Oct",5.1,1,9.00900900900901
"Manhattan","Manhattan",3.36,20.16,2.12,"Dec",12.8,1,16.6666666666667
"Manhattan","Manhattan",3.64,21.84,2.38,"Apr",14.2,1,16.6666666666667
"Manhattan","Manhattan",1,22,2.6,"Feb",17,1,4.54545454545455
"Manhattan","Manhattan",4.2,18.2,1.55,"Feb",10,1,23.0769230769231
"Manhattan","Manhattan",2,11.8,0.8,"Apr",5.8,1,16.9491525423729
"Brooklyn","Queens",7.87,47.22,8.1,"Jan",36.6,1,16.6666666666667
"EWR","Manhattan",29.09,145.44,19.09,"Mar",98.6,1,20.0013751375138
"Manhattan","Manhattan",2.1,12.6,0.77,"May",6.5,1,16.6666666666667
"Manhattan","Manhattan",8.4,50.4,4.74,"Nov",38,1,16.6666666666667
"Manhattan","Manhattan",2.66,15.96,1.21,"Nov",9.3,1,16.6666666666667
"Manhattan","Manhattan",4.2,21,1.95,"Jul",12.8,1,20
"Manhattan","Manhattan",5,46.7,8.1,"Jun",35.2,1,10.7066381156317
"Manhattan","Manhattan",5,21.8,1.67,"Aug",12.8,1,22.9357798165138
"Manhattan","Manhattan",4.06,24.36,2.97,"Oct",16.3,1,16.6666666666667
"Manhattan","Manhattan",5.76,24.96,2.04,"Nov",14.2,1,23.0769230769231
"Manhattan","Manhattan",1.5,13,0.75,"Feb",6.5,1,11.5384615384615
"Manhattan","Manhattan",3.02,18.12,0.81,"Sep",8.6,1,16.6666666666667
"Manhattan","Manhattan",2,21.6,1.86,"Nov",15.6,1,9.25925925925926
"Manhattan","Manhattan",3.92,23.52,1.21,"Dec",15.6,1,16.6666666666667
"Manhattan","Manhattan",4.14,24.84,1.6,"May",14.2,1,16.6666666666667
"Manhattan","Manhattan",2.58,15.48,1.31,"Jun",7.9,1,16.6666666666667
"Manhattan","Manhattan",2.7,16.3,1.5,"Dec",8.6,1,16.5644171779141
"Manhattan","Manhattan",3.32,16.62,1.07,"Feb",9.3,1,19.9759326113117
"Manhattan","Manhattan",1.47,11.27,0.5,"Nov",5.8,1,13.0434782608696
"Manhattan","Manhattan",3.78,22.68,1.92,"May",14.9,1,16.6666666666667
"Manhattan","Manhattan",3.05,18.45,1.9,"Mar",11.4,1,16.5311653116531
"Manhattan","Manhattan",1.22,13.42,1.2,"Apr",7.2,1,9.09090909090909
"Manhattan","Manhattan",0,20.3,2.25,"Dec",16.3,1,0
"Manhattan","Manhattan",2.88,17.28,0.98,"Nov",7.9,1,16.6666666666667
"Manhattan","Queens",10,60.2,8.3,"Mar",32.4,1,16.6112956810631
"Manhattan","Manhattan",0.8,15.5,1.73,"Sep",10.7,1,5.16129032258065
"Manhattan","Manhattan",0,12.2,1.23,"Mar",7.2,1,0
"Manhattan","Manhattan",5,25,2,"Jan",13.5,1,20
"Manhattan","Manhattan",4.9,29.4,3.29,"Nov",20.5,1,16.6666666666667
"Manhattan","Manhattan",2.28,19.78,2.01,"Aug",13.5,1,11.5267947421638
"Manhattan","Manhattan",3.5,28.3,3.33,"Nov",19.8,1,12.3674911660777
"Manhattan","Queens",9.45,57.95,8.01,"Mar",31.7,1,16.3071613459879
"Manhattan","Manhattan",4.42,26.52,2.19,"Jul",15.6,1,16.6666666666667
"Manhattan","Brooklyn",0,36,7.4,"Apr",34.5,1,0
"Manhattan","Manhattan",4.12,24.72,2.58,"Aug",15.6,1,16.6666666666667
"Manhattan","Manhattan",14.41,86.46,0,"Mar",62,1,16.6666666666667
"Manhattan","Manhattan",2,26.2,1.39,"Oct",17.7,1,7.63358778625954
"Manhattan","Manhattan",3.99,17.29,1,"Mar",9.3,1,23.0769230769231
"Manhattan","Manhattan",2,24.4,3.8,"Jan",18.4,1,8.19672131147541
"Manhattan","Manhattan",0.38,43.78,5.6,"Jun",39.4,1,0.867976244860667
"Manhattan","Manhattan",3,18.1,1.2,"May",8.6,1,16.5745856353591
"Manhattan","Queens",16.11,98.41,16.91,"Apr",70,1,16.3702875724012
"Manhattan","Manhattan",4.98,29.88,2.56,"Jun",18.4,1,16.6666666666667
"Manhattan","Manhattan",3.84,23.04,2.03,"Oct",14.2,1,16.6666666666667
"Manhattan","Manhattan",2,10.4,0.36,"Sep",4.4,1,19.2307692307692
"Manhattan","Queens",10.09,62.28,8.4,"Dec",34.5,1,16.2010276172126
"Brooklyn","Queens",0,50,14.5,"Jan",48.5,1,0
"Manhattan","Manhattan",2.72,16.32,1.21,"Dec",8.6,1,16.6666666666667
"Manhattan","Manhattan",2.66,15.96,1.04,"Mar",9.3,1,16.6666666666667
"Manhattan","Manhattan",3.36,14.56,0.8,"Jul",7.2,1,23.0769230769231
"Manhattan","Manhattan",3.75,18.75,1.23,"Sep",10,1,20
"Manhattan","Manhattan",2.16,16.56,0.06,"May",7.9,1,13.0434782608696
"Manhattan","Manhattan",3,18.1,1.1,"Jan",8.6,1,16.5745856353591
"Manhattan","Manhattan",1,19.9,2.45,"Sep",14.9,1,5.0251256281407
"Bronx","Queens",15.29,92.99,18.16,"Mar",67.4,1,16.4426282395957
"Manhattan","Manhattan",3.95,19.75,1.04,"Jan",9.3,1,20
"Manhattan","Manhattan",4.82,28.92,4.02,"Feb",19.1,1,16.6666666666667
"Manhattan","Manhattan",2,23,1.6,"Apr",17,1,8.69565217391304
"Manhattan","Manhattan",2,14.6,0.74,"May",8.6,1,13.6986301369863
"Queens","Manhattan",11.83,70.98,9.58,"Jan",43.6,1,16.6666666666667
"Manhattan","Manhattan",2.86,17.16,1.42,"Nov",9.3,1,16.6666666666667
"Manhattan","Manhattan",2.25,13.45,1,"Apr",7.2,1,16.728624535316
"Manhattan","Manhattan",1.89,14.49,0.73,"Jun",8.6,1,13.0434782608696
"Manhattan","Queens",12.27,75.36,9.4,"Sep",42.9,1,16.281847133758
"Manhattan","Manhattan",1.65,10.05,0.3,"Feb",4.4,1,16.4179104477612
"Manhattan","Manhattan",7.62,45.72,6.45,"Aug",33.1,1,16.6666666666667
"Manhattan","Manhattan",2.38,14.28,0.77,"May",7.9,1,16.6666666666667
"Manhattan","Manhattan",3.7,22.2,2.2,"Jul",13.5,1,16.6666666666667
"Manhattan","Manhattan",1,14,0.68,"Mar",6.5,1,7.14285714285714
"Manhattan","Manhattan",1,22.4,1.73,"Aug",14.9,1,4.46428571428571
"Manhattan","Manhattan",2.5,24.2,2.94,"Aug",17.7,1,10.3305785123967
"Manhattan","Manhattan",1.5,12.7,0.69,"Jan",7.2,1,11.8110236220472
"Queens","Manhattan",3,27.5,3.33,"Mar",20.5,1,10.9090909090909
"Manhattan","Manhattan",3.25,19.65,1.8,"Jul",11.4,1,16.5394402035623
"Manhattan","Manhattan",4.9,21.3,1.3,"Nov",11.4,1,23.0046948356808
"Manhattan","Manhattan",3.05,23.35,2.5,"Mar",16.3,1,13.0620985010707
"Manhattan","Manhattan",4.02,22.62,1.18,"Jun",12.1,1,17.7718832891247
"Manhattan","Manhattan",2,19.8,2.03,"Jun",12.8,1,10.1010101010101
"Manhattan","Manhattan",4,42.5,3.42,"Nov",34.5,1,9.41176470588235
"Manhattan","Manhattan",2.86,17.16,2.15,"Feb",12.8,1,16.6666666666667
"Manhattan","Manhattan",4.14,24.84,2.28,"Jul",14.2,1,16.6666666666667
"Manhattan","Manhattan",1.88,11.28,0.32,"Mar",4.4,1,16.6666666666667
"Manhattan","Manhattan",2,21.6,2.21,"Mar",15.6,1,9.25925925925926
"Manhattan","Manhattan",1.26,13.86,0.65,"Oct",8.6,1,9.09090909090909
"Manhattan","Manhattan",4,24,1.5,"May",13.5,1,16.6666666666667
"Queens","Manhattan",16.19,97.13,15.39,"Sep",70,1,16.6683825800474
"Manhattan","Manhattan",4.2,25.2,1.25,"Jun",17,1,16.6666666666667
"Manhattan","Manhattan",1,22.3,2.41,"Feb",16.3,1,4.48430493273543
"Manhattan","Manhattan",6.3,37.8,6.22,"Apr",27.5,1,16.6666666666667
"Manhattan","Queens",10.85,65.25,9,"Mar",36.6,1,16.6283524904215
"Manhattan","Manhattan",4.98,29.88,2.33,"Oct",18.4,1,16.6666666666667
"Manhattan","Manhattan",1.3,33.9,3.21,"Aug",26.1,1,3.83480825958702
"Manhattan","Manhattan",4.4,26.4,3.6,"Sep",17,1,16.6666666666667
"Manhattan","Manhattan",4,25.4,2.5,"Aug",14.9,1,15.748031496063
"Manhattan","Manhattan",3.58,21.48,1.39,"Dec",11.4,1,16.6666666666667
"Manhattan","Manhattan",3.64,21.84,1.43,"Jan",14.2,1,16.6666666666667
"Manhattan","Manhattan",2.3,13.8,0.65,"Mar",6.5,1,16.6666666666667
"Manhattan","Manhattan",5.88,35.28,5.29,"Sep",25.4,1,16.6666666666667
"Manhattan","Manhattan",3.78,22.68,2.12,"Jul",14.9,1,16.6666666666667
"Manhattan","Manhattan",2.65,15.95,1.2,"Oct",9.3,1,16.6144200626959
"Queens","Manhattan",13.63,81.78,11.92,"Jul",57.6,1,16.6666666666667
"Manhattan","Manhattan",6,36.1,4.1,"Dec",26.1,1,16.6204986149584
"Queens","Manhattan",25.66,111.21,18.53,"Apr",70,1,23.0734646164913
"Manhattan","Manhattan",2,15.3,1.2,"Aug",9.3,1,13.0718954248366
"Manhattan","Manhattan",4.9,29.4,3.18,"Aug",20.5,1,16.6666666666667
"Manhattan","Manhattan",2.9,17.6,1.3,"Mar",10.7,1,16.4772727272727
"Manhattan","Manhattan",8.54,51.24,5.65,"Jan",38.7,1,16.6666666666667
